trialIndex	stimulus	isAnimate	left_option	right_option	response	response_time	xTrajectory	yTrajectory	tTrajectory
0	蚊子	True	animate	inanimate	left	1.222	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 17.0, 26.0, 36.0, 53.0, 59.0, 62.0, 62.0, 62.0, 59.0, 53.0, 52.0, 52.0, 52.0, 48.0, 46.0, 44.0, 44.0, 44.0, 46.0, 46.0, 43.0, 29.0, 7.0, -24.0, -66.0, -116.0, -172.0, -241.0, -377.0, -428.0, -560.0, -636.0, -706.0, -762.0, -800.0, -832.0, -847.0, -853.0, -853.0, -853.0, -853.0, -853.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -494.0, -502.0, -511.0, -516.0, -522.0, -524.0, -524.0, -524.0, -524.0, -524.0, -524.0, -524.0, -524.0, -522.0, -513.0, -506.0, -504.0, -503.0, -501.0, -498.0, -496.0, -487.0, -472.0, -451.0, -412.0, -352.0, -271.0, -172.0, -65.0, 95.0, 146.0, 254.0, 305.0, 349.0, 379.0, 396.0, 409.0, 415.0, 418.0, 418.0, 418.0, 418.0, 418.0]	[0.01072202529758215, 0.015625276137143373, 0.021381859900429845, 0.038568667019717395, 0.054242003010585904, 0.0719530979404226, 0.0876141459448263, 0.105801741941832, 0.11941342568024993, 0.13965960196219385, 0.15417854918632656, 0.17210058798082173, 0.18753089476376772, 0.2047907472588122, 0.21979780099354684, 0.23873120988719165, 0.25422534602694213, 0.2699382766149938, 0.28769272088538855, 0.3054795917123556, 0.3193909659748897, 0.3383366629714146, 0.35402911354321986, 0.3697222468908876, 0.3874722537584603, 0.40756448882166296, 0.4194077254505828, 0.43765130010433495, 0.454200838226825, 0.4701096940552816, 0.48749413318000734, 0.5043481405591592, 0.5191053383750841, 0.5377045822096989, 0.5541605950566009, 0.5694618779234588, 0.5875586792826653, 0.6044789053266868, 0.6198129560798407, 0.6376605842960998, 0.6542568851727992, 0.6695550959557295, 0.6874535828828812, 0.7044181821402162, 0.7190538652939722, 0.7376616424880922, 0.7539756607729942, 0.7693909489316866, 0.7874235796043649, 0.8043393683619797, 0.8190965660614893, 0.8378118631662801, 0.8541241748025641, 0.8694896282395348, 0.8877925949636847, 0.9044049384538084, 0.9193211974343285, 0.937687652069144, 0.9557670454960316, 0.9694377797422931, 0.9891275829868391, 1.0049152655992657, 1.0221082167699933, 1.0376381928799674, 1.055367719847709, 1.069678453844972, 1.0887135800439864, 1.1042606227565557, 1.1197738734772429, 1.1372060992289335, 1.154496330418624, 1.1695603866828606, 1.1872107243398204]
1	篮球	False	animate	inanimate	right	0.914	[0.0, -1.0, -1.0, -3.0, -3.0, -3.0, -3.0, -3.0, -1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 0.0, -2.0, -3.0, -3.0, -3.0, -3.0, -2.0, -1.0, -1.0, -1.0, -1.0, -9.0, -10.0, -10.0, -9.0, -6.0, 1.0, 12.0, 21.0, 71.0, 115.0, 290.0, 353.0, 539.0, 651.0, 756.0, 840.0, 901.0, 926.0, 926.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -488.0, -475.0, -467.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -468.0, -472.0, -474.0, -479.0, -479.0, -480.0, -481.0, -482.0, -483.0, -483.0, -483.0, -483.0, -477.0, -472.0, -472.0, -470.0, -466.0, -461.0, -454.0, -447.0, -408.0, -376.0, -235.0, -180.0, 4.0, 133.0, 251.0, 346.0, 416.0, 444.0, 446.0]	[0.010127627872861922, 0.01448713499121368, 0.018935047322884202, 0.03775376838166267, 0.054161994718015194, 0.06953666417393833, 0.0874590442981571, 0.10437278496101499, 0.11920098005793989, 0.1377312745898962, 0.15618340380024165, 0.1694493170361966, 0.18998665048275143, 0.20443596574477851, 0.21945462469011545, 0.2377487167250365, 0.25638584850821644, 0.2694732444360852, 0.28932620491832495, 0.30443838925566524, 0.3220272868638858, 0.3378467133734375, 0.359057838562876, 0.3693486920092255, 0.3888842125888914, 0.4043827860150486, 0.4201537432381883, 0.43743168644141406, 0.4549560721497983, 0.46955079527106136, 0.48813331383280456, 0.5043480042368174, 0.5204316226299852, 0.5376931817736477, 0.5585131391417235, 0.5693235015496612, 0.5878053267952055, 0.6041391424369067, 0.6191663347417489, 0.6373638294171542, 0.6560702518327162, 0.6694525596685708, 0.688679515151307, 0.7042408938286826, 0.7220697486773133, 0.7375000554602593, 0.7543001321610063, 0.7693976390874013, 0.788273362792097, 0.8040992746828124, 0.8200057412032038, 0.8373017749981955, 0.8544319209177047, 0.8694420466199517, 0.8877047358546406, 0.9039436609018594]
2	镜子	False	animate	inanimate	right	0.904	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, -3.0, -4.0, -4.0, -4.0, -6.0, -12.0, -15.0, -15.0, -19.0, -29.0, -31.0, -31.0, -31.0, -25.0, 4.0, 62.0, 121.0, 209.0, 310.0, 473.0, 531.0, 625.0, 738.0, 766.0, 816.0, 825.0, 825.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -485.0, -477.0, -465.0, -461.0, -461.0, -461.0, -461.0, -461.0, -461.0, -461.0, -461.0, -461.0, -461.0, -461.0, -461.0, -461.0, -461.0, -461.0, -463.0, -466.0, -468.0, -468.0, -468.0, -469.0, -470.0, -470.0, -468.0, -468.0, -465.0, -465.0, -463.0, -463.0, -459.0, -452.0, -434.0, -400.0, -337.0, -232.0, -114.0, 70.0, 126.0, 229.0, 362.0, 393.0, 441.0, 447.0, 447.0]	[0.013668276718817651, 0.01869747939053923, 0.02564019593410194, 0.044378703576512635, 0.06086202315054834, 0.07614077802281827, 0.09416760609019548, 0.11102263745851815, 0.12603344582021236, 0.14434289780911058, 0.1608101746533066, 0.17614490818232298, 0.19421269628219306, 0.21103257033973932, 0.225887730717659, 0.24432381719816476, 0.26083717413712293, 0.276121731614694, 0.29420624498743564, 0.3110725403530523, 0.3259375994093716, 0.34441771800629795, 0.36082969896961004, 0.3760674938093871, 0.3941055858740583, 0.41111182782333344, 0.426017505582422, 0.44431091484148055, 0.460690469131805, 0.4761439865687862, 0.49398137477692217, 0.510922763380222, 0.5260728356661275, 0.5453673751326278, 0.5611717830179259, 0.5762365219416097, 0.5953464001649991, 0.6128069566329941, 0.625745189958252, 0.6442379378713667, 0.6611858118558303, 0.6783415577374399, 0.6940032884012908, 0.7108712904155254, 0.7255844562314451, 0.7442413852550089, 0.7617432429688051, 0.7786706370534375, 0.7938746399013326, 0.8108307059155777, 0.8256012155907229, 0.8442656541010365, 0.8611002054531127, 0.8767653494141996, 0.8940211059525609]
3	乐队	True	animate	inanimate	left	1.15	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -4.0, -5.0, -9.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -7.0, 3.0, 7.0, 7.0, 13.0, 13.0, 13.0, 13.0, 13.0, 14.0, 14.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 6.0, -14.0, -45.0, -96.0, -159.0, -237.0, -318.0, -433.0, -501.0, -534.0, -641.0, -703.0, -760.0, -800.0, -823.0, -838.0, -840.0, -842.0, -842.0, -842.0, -842.0, -842.0, -842.0, -842.0, -842.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -479.0, -470.0, -466.0, -466.0, -466.0, -466.0, -466.0, -466.0, -466.0, -466.0, -466.0, -466.0, -466.0, -473.0, -482.0, -487.0, -488.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -490.0, -488.0, -487.0, -486.0, -485.0, -483.0, -479.0, -473.0, -463.0, -445.0, -410.0, -358.0, -295.0, -211.0, -135.0, -34.0, 41.0, 80.0, 203.0, 285.0, 357.0, 412.0, 445.0, 466.0, 475.0, 477.0, 477.0, 477.0, 477.0, 477.0, 477.0, 477.0, 477.0]	[0.01489673473406583, 0.02070827316492796, 0.028343554586172104, 0.046564601245336235, 0.06345820322167128, 0.07862056349404156, 0.0967177061829716, 0.1133368763839826, 0.12862587126437575, 0.14640728081576526, 0.163484861375764, 0.17819768586196005, 0.19680000166408718, 0.21311299595981836, 0.22861293470486999, 0.24642472295090556, 0.2634749967837706, 0.2781973786186427, 0.2968976570991799, 0.3132714086677879, 0.3284163608914241, 0.3464978022966534, 0.36350028961896896, 0.37839231395628303, 0.39681508857756853, 0.4150907485745847, 0.42859900824259967, 0.45176938571967185, 0.4634675558190793, 0.48127763730008155, 0.4969083066098392, 0.5147235081531107, 0.5287034903885797, 0.5475580514175817, 0.5634433552622795, 0.5790115606505424, 0.5966871569398791, 0.6173289383295923, 0.6285372952697799, 0.6465596860507503, 0.6633996987948194, 0.6784797976724803, 0.6964974098373204, 0.7144218379398808, 0.7284656494157389, 0.7487968177301809, 0.7632434022380039, 0.7797516391146928, 0.7964247399941087, 0.8138487737160176, 0.8285028889076784, 0.8469911994179711, 0.863222956424579, 0.8785849965643138, 0.8965497020399198, 0.9134634427027777, 0.9285036056535318, 0.9467311376938596, 0.9630253586219624, 0.9786645612912253, 0.9962879336671904, 1.013441972900182, 1.0284524398157373, 1.0467861264478415, 1.0629400594625622, 1.0786113474750891, 1.096379445050843, 1.1133320977678522, 1.1285002606455237, 1.1467503205640242]
4	医生	True	inanimate	animate	right	0.998	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0, 3.0, 0.0, -7.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -14.0, -14.0, -13.0, -10.0, -6.0, 1.0, 11.0, 28.0, 52.0, 128.0, 168.0, 266.0, 367.0, 517.0, 562.0, 681.0, 748.0, 805.0, 837.0, 844.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -489.0, -489.0, -489.0, -488.0, -486.0, -482.0, -479.0, -472.0, -469.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -466.0, -463.0, -460.0, -455.0, -446.0, -434.0, -414.0, -347.0, -310.0, -214.0, -113.0, 27.0, 72.0, 205.0, 283.0, 341.0, 366.0, 369.0]	[0.01316392282024026, 0.01812485884875059, 0.023667768109589815, 0.04320499545428902, 0.05882098735310137, 0.07697922876104712, 0.09214602631982416, 0.11012336111161858, 0.12385212210938334, 0.14354602131061256, 0.15879746957216412, 0.17450732819270343, 0.192356321727857, 0.2126919273287058, 0.22400507354177535, 0.24269477056805044, 0.25882139697205275, 0.27680487581528723, 0.292312323814258, 0.30904481664765626, 0.32411877159029245, 0.34246747684665024, 0.3589296337449923, 0.3742507138522342, 0.3923301072791219, 0.40921312803402543, 0.42406555777415633, 0.44238524965476245, 0.458922499907203, 0.4742036440875381, 0.49227689346298575, 0.5091510395286605, 0.524170039803721, 0.5424757370492443, 0.5589839740423486, 0.5743002755334601, 0.5923926394898444, 0.6093203749042004, 0.6239256793633103, 0.6423433339223266, 0.6588614694774151, 0.6741845976794139, 0.6921506684739143, 0.7090964944800362, 0.7238536922959611, 0.7423187921522185, 0.7587263357127085, 0.7742631384171546, 0.7920797052793205, 0.8090415738988668, 0.8238311983877793, 0.8423584209522232, 0.8586560551775619, 0.8740389166632667, 0.8920384381199256, 0.9090504827909172, 0.9238435204606503, 0.9424915749114007, 0.9587066066451371, 0.9742420440306887]
5	青蛙	True	inanimate	animate	right	0.846	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, -1.0, -2.0, -2.0, -7.0, -10.0, -16.0, -19.0, -19.0, -4.0, 43.0, 114.0, 211.0, 321.0, 469.0, 733.0, 890.0, 956.0, 959.0, 959.0, 959.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -488.0, -487.0, -487.0, -482.0, -472.0, -466.0, -458.0, -453.0, -450.0, -450.0, -450.0, -450.0, -450.0, -450.0, -450.0, -450.0, -450.0, -458.0, -458.0, -458.0, -458.0, -460.0, -460.0, -461.0, -462.0, -464.0, -464.0, -464.0, -464.0, -462.0, -458.0, -457.0, -449.0, -424.0, -370.0, -291.0, -186.0, -67.0, 61.0, 248.0, 355.0, 408.0, 521.0, 536.0, 536.0]	[0.010169953224249184, 0.017801138572394848, 0.022181125706993043, 0.04095342545770109, 0.053923061466775835, 0.06876115524210036, 0.08697332721203566, 0.10501688066869974, 0.11911974276881665, 0.13732850144151598, 0.1536872343858704, 0.16922335443086922, 0.1881738300435245, 0.20369493146426976, 0.21892385161481798, 0.23726163420360535, 0.2537162818480283, 0.26972924428991973, 0.28705804608762264, 0.3040025067748502, 0.31911742163356394, 0.33742619096301496, 0.3538576278369874, 0.36919133737683296, 0.387238304130733, 0.40410733013413846, 0.4190928798634559, 0.4373040278442204, 0.4536808514967561, 0.4690166088985279, 0.48718713829293847, 0.5040452416287735, 0.5187505567446351, 0.5374081685440615, 0.5538785174721852, 0.5691876509226859, 0.5872684096684679, 0.604074630420655, 0.6190707614878193, 0.6373471040278673, 0.6537573783425614, 0.6691197598120198, 0.6870233666850254, 0.7039848939748481, 0.7188120650826022, 0.7372338155983016, 0.7535621699644253, 0.7691337886499241, 0.7869950701715425, 0.8040333973476663, 0.8187441738555208, 0.837378575000912]
6	蜗牛	True	inanimate	animate	right	0.86	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, -1.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -1.0, 4.0, 4.0, 4.0, 3.0, 3.0, 4.0, 2.0, -1.0, -5.0, -6.0, -7.0, -9.0, -9.0, -9.0, -4.0, 24.0, 82.0, 168.0, 274.0, 400.0, 636.0, 808.0, 876.0, 959.0, 959.0, 959.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -487.0, -472.0, -469.0, -468.0, -468.0, -468.0, -468.0, -468.0, -468.0, -468.0, -468.0, -468.0, -468.0, -468.0, -468.0, -472.0, -480.0, -484.0, -487.0, -487.0, -487.0, -486.0, -482.0, -481.0, -476.0, -473.0, -469.0, -467.0, -463.0, -458.0, -442.0, -396.0, -317.0, -222.0, -123.0, -14.0, 154.0, 263.0, 311.0, 399.0, 407.0, 407.0]	[0.014748596237041056, 0.019659356330521405, 0.034383444814011455, 0.04626627604011446, 0.0631875260733068, 0.07812733703758568, 0.09655762102920562, 0.11294673255179077, 0.12834085803478956, 0.1460949609754607, 0.16320838150568306, 0.178251275094226, 0.19647641782648861, 0.21296383335720748, 0.22825214557815343, 0.24634860560763627, 0.2631722342921421, 0.27794206142425537, 0.29651604662649333, 0.3181046862155199, 0.32785247860010713, 0.3461660265456885, 0.3632787644164637, 0.377870756899938, 0.39655567542649806, 0.4128113257465884, 0.4281651738565415, 0.4463339966023341, 0.4631726439110935, 0.47793154837563634, 0.49654717615339905, 0.5158632196253166, 0.5281413146294653, 0.5489520559785888, 0.563125915476121, 0.5779100785730407, 0.5965594983426854, 0.6144989450694993, 0.6282693487592041, 0.6487199836410582, 0.6632191335083917, 0.6806373646249995, 0.69655748445075, 0.7138456675456837, 0.7283041988266632, 0.7506987260421738, 0.7629368851194158, 0.7787822530372068, 0.7963609106373042, 0.8129094248870388, 0.8283707929076627, 0.8502475176937878]
7	和尚	True	inanimate	animate	right	0.814	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 6.0, 8.0, 10.0, 10.0, 9.0, 7.0, 5.0, 5.0, 5.0, 2.0, 1.0, 0.0, 1.0, 36.0, 94.0, 171.0, 265.0, 371.0, 480.0, 578.0, 705.0, 735.0, 783.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -482.0, -478.0, -478.0, -478.0, -478.0, -478.0, -478.0, -478.0, -478.0, -478.0, -478.0, -478.0, -479.0, -484.0, -486.0, -488.0, -490.0, -491.0, -491.0, -491.0, -491.0, -484.0, -475.0, -458.0, -421.0, -342.0, -231.0, -100.0, 28.0, 152.0, 267.0, 404.0, 430.0, 451.0]	[0.012450400041416287, 0.016767581808380783, 0.0233897864818573, 0.04204910492990166, 0.05873210437130183, 0.07386715791653842, 0.09197044465690851, 0.1089080786332488, 0.12368302571121603, 0.14216348563786596, 0.15865841053891927, 0.17397744266781956, 0.19194999884348363, 0.20889411808457226, 0.22367384389508516, 0.24219423974864185, 0.2586563966469839, 0.27392183954361826, 0.29183159035164863, 0.30877946433611214, 0.32352164341136813, 0.3421447805594653, 0.35843422287143767, 0.37396590563002974, 0.3917681365273893, 0.40880782913882285, 0.423542840173468, 0.4422110333107412, 0.45888618216849864, 0.47397174243815243, 0.4919432745082304, 0.5088150312658399, 0.5235435570357367, 0.5421455315081403, 0.5608526365831494, 0.573849237873219, 0.593963659601286, 0.6089143933495507, 0.626233296468854, 0.6420738856540993, 0.6597034019650891, 0.673977954662405, 0.6924195025349036, 0.708873467403464, 0.7237228251760826, 0.7416397440247238, 0.760511371656321, 0.773562244954519, 0.7936971466988325, 0.8082741205580533]
8	大门	False	animate	inanimate	right	0.893	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.0, -6.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -9.0, -13.0, -22.0, -25.0, -31.0, -34.0, -35.0, -35.0, -43.0, -56.0, -73.0, -115.0, -201.0, -223.0, -238.0, -212.0, -147.0, -53.0, 82.0, 242.0, 421.0, 581.0, 713.0, 798.0, 813.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -486.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -485.0, -488.0, -488.0, -489.0, -491.0, -491.0, -487.0, -478.0, -463.0, -441.0, -380.0, -268.0, -235.0, -138.0, -64.0, 19.0, 101.0, 187.0, 272.0, 341.0, 394.0, 430.0, 447.0, 448.0]	[0.008030135766603053, 0.01306036242749542, 0.017193565727211535, 0.03325363213662058, 0.049681314383633435, 0.06488907197490335, 0.0831196759827435, 0.1000327339861542, 0.11476808635052294, 0.13323728227987885, 0.14961410593241453, 0.16496419941540807, 0.18285005690995604, 0.1998767788754776, 0.21457799791824073, 0.23318406846374273, 0.24951822543516755, 0.2648645641747862, 0.2828596483450383, 0.2999580502510071, 0.31459168542642146, 0.33317556919064373, 0.34965786477550864, 0.3649721182882786, 0.38293033838272095, 0.3999478444457054, 0.414740540785715, 0.4332571820123121, 0.4522728523006663, 0.46485575777478516, 0.4858975816750899, 0.49984957452397794, 0.5147545696236193, 0.5332165975123644, 0.5519493025494739, 0.5649991518585011, 0.5849671416217461, 0.5999694166239351, 0.6176002982538193, 0.6331947862636298, 0.65478991123382, 0.664790972834453, 0.6841459282441065, 0.6998448641970754, 0.7156537093687803, 0.7331436204258353, 0.75015976105351, 0.7652047027368098, 0.783197738812305, 0.7999602688942105, 0.8149727839045227, 0.8330651479773223, 0.849424563581124, 0.8650712756207213]
9	戒指	False	animate	inanimate	right	0.877	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0, 8.0, 16.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0, 19.0, 19.0, 19.0, 16.0, 16.0, 14.0, 14.0, 14.0, 16.0, 16.0, 16.0, 16.0, 17.0, 22.0, 33.0, 65.0, 140.0, 246.0, 365.0, 501.0, 650.0, 800.0, 959.0, 959.0, 959.0, 959.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -484.0, -474.0, -461.0, -451.0, -451.0, -451.0, -451.0, -451.0, -451.0, -451.0, -451.0, -451.0, -451.0, -451.0, -451.0, -451.0, -451.0, -451.0, -451.0, -451.0, -456.0, -457.0, -457.0, -458.0, -459.0, -459.0, -459.0, -459.0, -457.0, -456.0, -451.0, -449.0, -443.0, -436.0, -421.0, -385.0, -309.0, -200.0, -73.0, 73.0, 213.0, 340.0, 487.0, 514.0, 540.0, 540.0]	[0.014187103253789246, 0.021844912669621408, 0.026701400871388614, 0.04498798353597522, 0.061985009466297925, 0.07674152462277561, 0.09546672028955072, 0.1116585413692519, 0.1270513015333563, 0.14503512158989906, 0.16198982228524983, 0.17676238005515188, 0.19539370911661536, 0.21178725804202259, 0.22718240751419216, 0.24516486236825585, 0.26200146169867367, 0.2767733368091285, 0.29538896458689123, 0.3118043588474393, 0.3271093963412568, 0.3450396271655336, 0.36213086114730686, 0.3769426721846685, 0.39540674805175513, 0.4139425039757043, 0.4271251318277791, 0.44762628397438675, 0.46208754589315504, 0.47697718092240393, 0.49549621145706624, 0.5175087868701667, 0.5269435767550021, 0.5461203563027084, 0.5620991854229942, 0.5782520944485441, 0.5952323951059952, 0.6125816769199446, 0.6272057547466829, 0.645409393357113, 0.6618807662744075, 0.6772032118169591, 0.6952624665573239, 0.7117147247772664, 0.7268357836874202, 0.7467426748480648, 0.7615701872855425, 0.7796840553637594, 0.7950771567411721, 0.8132470034761354, 0.8270361804170534, 0.8462931732647121, 0.8619023385690525, 0.8774435785599053]
