trialIndex	stimulus	left_option	right_option	response	response_time	xTrajectory	yTrajectory	tTrajectory
0	inanimate/n43.jpg	animate	inanimate	right	1.491	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -2.0, -3.0, -4.0, -5.0, -6.0, -10.0, -13.0, -13.0, -14.0, -14.0, -14.0, -14.0, -13.0, -11.0, -8.0, -1.0, 17.0, 74.0, 154.0, 239.0, 343.0, 446.0, 542.0, 674.0, 722.0, 852.0, 918.0, 953.0, 959.0, 959.0, 959.0, 959.0, 959.0, 959.0, 959.0, 959.0, 959.0, 959.0, 959.0, 959.0, 959.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -489.0, -488.0, -487.0, -487.0, -487.0, -487.0, -486.0, -484.0, -483.0, -483.0, -483.0, -482.0, -482.0, -481.0, -477.0, -474.0, -470.0, -463.0, -441.0, -376.0, -282.0, -182.0, -59.0, 62.0, 177.0, 301.0, 333.0, 418.0, 455.0, 476.0, 487.0, 492.0, 494.0, 495.0, 495.0, 495.0, 495.0, 495.0, 495.0, 495.0, 495.0, 495.0, 495.0]	[0.011987688718363643, 0.01685305160935968, 0.02276869653724134, 0.039380357367917895, 0.05873155815061182, 0.07282759353984147, 0.09045881649944931, 0.10617959778755903, 0.12349918356630951, 0.13948757015168667, 0.15589989232830703, 0.17260746785905212, 0.18935702717863023, 0.20580041082575917, 0.22447201726026833, 0.23934731632471085, 0.2587456210749224, 0.2725020300131291, 0.29068655404262245, 0.30590659950394183, 0.32319375872612, 0.33902069460600615, 0.35630239243619144, 0.3723993228049949, 0.38962333532981575, 0.4059291617013514, 0.4228063797345385, 0.43900093145202845, 0.45598737604450434, 0.47262839158065617, 0.489405257627368, 0.5059742517769337, 0.5228480565128848, 0.5392740321112797, 0.5561106314416975, 0.5723922231700271, 0.5894264543894678, 0.605931960628368, 0.6228078133426607, 0.6389736930141225, 0.6561744948849082, 0.6727093557128683, 0.689473592559807, 0.7057190028717741, 0.7229174154344946, 0.7389662178466097, 0.7561752116307616, 0.7724247180158272, 0.7895463305758312, 0.8056343863718212, 0.8229686494451016, 0.8389730786439031, 0.856202211114578, 0.872331909602508, 0.8893606795463711, 0.9056354444473982, 0.9229164596181363, 0.9389550221385434, 0.956162650603801, 0.972345938323997, 0.9894689162028953, 1.0056798519799486, 1.0227062324993312, 1.039024005527608, 1.0562258313875645, 1.0725313164293766, 1.089476459659636, 1.1058201739797369, 1.122817882685922, 1.1391960715409368, 1.15602652693633, 1.1725480757886544, 1.1893310858868062, 1.2057819787878543, 1.2229960926342756, 1.2391602657735348, 1.2561825503362343, 1.2725679073482752, 1.2895461599109694, 1.3059096715878695, 1.3229551668046042, 1.3393852383596823, 1.3560214752797037, 1.3726389387156814, 1.389738364610821, 1.4083379497751594, 1.4229121929965913, 1.4419906685361639, 1.4560454026795924, 1.4749709609895945]
1	inanimate/n66.jpg	inanimate	animate	left	1.038	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.0, 2.0, -7.0, -19.0, -57.0, -128.0, -230.0, -348.0, -475.0, -587.0, -692.0, -773.0, -828.0, -842.0, -846.0, -846.0, -846.0, -846.0, -846.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -485.0, -475.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -467.0, -466.0, -466.0, -466.0, -466.0, -466.0, -466.0, -466.0, -466.0, -466.0, -466.0, -466.0, -466.0, -466.0, -466.0, -453.0, -436.0, -377.0, -281.0, -158.0, -31.0, 89.0, 201.0, 289.0, 364.0, 410.0, 425.0, 433.0, 434.0, 434.0, 434.0, 434.0]	[0.011455516330897808, 0.01679601485375315, 0.022578539908863604, 0.03719408449251205, 0.05322001758031547, 0.07218039187137038, 0.08643890195526183, 0.10523168160580099, 0.11991685815155506, 0.13781022490002215, 0.1532337050884962, 0.16979689663276076, 0.18629660014994442, 0.20320761017501354, 0.21979094028938562, 0.23614455328788608, 0.25294121669139713, 0.27163193782325834, 0.2863051675958559, 0.3042374463984743, 0.31984012643806636, 0.3367112004198134, 0.35296787484548986, 0.3701430766377598, 0.38632704701740295, 0.40298069186974317, 0.4197531206300482, 0.43642963469028473, 0.4530030662426725, 0.46994718560017645, 0.48636838246602565, 0.503072885912843, 0.5193988508544862, 0.5365156847983599, 0.5526692765997723, 0.5699987610569224, 0.5863254086580127, 0.6031172933289781, 0.6195582876680419, 0.6365409776335582, 0.6529959664912894, 0.6699602245353162, 0.686278680106625, 0.703112548799254, 0.7194658204680309, 0.7365942597389221, 0.7529953180346638, 0.7699687919812277, 0.7860629917122424, 0.8030965402722359, 0.8194320626789704, 0.8365099845686927, 0.8529902320588008, 0.8699790660757571, 0.88639207102824, 0.9032720196992159, 0.9197768432786688, 0.9365847706794739, 0.9526974024483934, 0.9699248282704502, 0.9859930867096409, 1.0030908059561625, 1.0193399708950892]
2	inanimate/n41.jpg	inanimate	animate	left	0.882	[0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -2.0, -2.0, -1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, -17.0, -53.0, -127.0, -237.0, -348.0, -453.0, -563.0, -665.0, -760.0, -825.0, -870.0, -874.0, -875.0, -875.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -481.0, -448.0, -378.0, -347.0, -347.0, -347.0, -347.0, -347.0, -347.0, -347.0, -347.0, -347.0, -347.0, -347.0, -347.0, -347.0, -347.0, -347.0, -347.0, -349.0, -350.0, -352.0, -354.0, -354.0, -354.0, -356.0, -356.0, -356.0, -356.0, -356.0, -356.0, -356.0, -356.0, -353.0, -350.0, -327.0, -286.0, -202.0, -102.0, -7.0, 93.0, 204.0, 301.0, 383.0, 442.0, 497.0, 505.0, 508.0, 508.0]	[0.009474759921431541, 0.015047023771330714, 0.020609047613106668, 0.033981456770561635, 0.05109829059801996, 0.0675771728856489, 0.08462812949437648, 0.10336185852065682, 0.11774870986118913, 0.13685483345761895, 0.15109115676023066, 0.16913675819523633, 0.18446227570530027, 0.20383293239865452, 0.21768866933416575, 0.23501712980214506, 0.251131126889959, 0.2684346700552851, 0.28465584572404623, 0.30100229068193585, 0.3175282769370824, 0.3340266151353717, 0.3508908625226468, 0.3701075779972598, 0.3842930427053943, 0.4019099297001958, 0.41756790573708713, 0.4348997795023024, 0.4508919205982238, 0.46870541549287736, 0.4843487141188234, 0.501470668008551, 0.5177061797585338, 0.5344905551755801, 0.5509680720278993, 0.5677572261774912, 0.5842709243297577, 0.6010757797630504, 0.6175935739884153, 0.634614834561944, 0.6509244155604392, 0.667646668269299, 0.6843583397567272, 0.7010089125251397, 0.7175727867288515, 0.7343766181729734, 0.7509159164037555, 0.7677392037585378, 0.7841446993406862, 0.8011335333576426, 0.8176243621855974, 0.8345329829026014, 0.8509705638280138, 0.8678433444583789]
3	inanimate/n44.jpg	animate	inanimate	right	1.058	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -5.0, -10.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -11.0, -8.0, -7.0, -3.0, -3.0, -3.0, -1.0, -1.0, 0.0, 3.0, 1.0, -40.0, -107.0, -243.0, -338.0, -408.0, -460.0, -487.0, -491.0, -486.0, -466.0, -423.0, -339.0, -215.0, -43.0, 224.0, 389.0, 532.0, 641.0, 714.0, 758.0, 776.0, 776.0, 776.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -485.0, -471.0, -448.0, -434.0, -434.0, -434.0, -434.0, -434.0, -434.0, -434.0, -434.0, -434.0, -434.0, -434.0, -434.0, -434.0, -434.0, -434.0, -434.0, -434.0, -434.0, -435.0, -445.0, -448.0, -455.0, -455.0, -458.0, -459.0, -459.0, -459.0, -448.0, -438.0, -399.0, -317.0, -139.0, -37.0, 30.0, 81.0, 121.0, 147.0, 171.0, 195.0, 219.0, 243.0, 276.0, 318.0, 369.0, 395.0, 412.0, 429.0, 438.0, 445.0, 448.0, 448.0, 448.0]	[0.0074957102769985795, 0.014624794712290168, 0.030299496022053063, 0.04661965824197978, 0.06364535621833056, 0.07994299056008458, 0.09694616054184735, 0.11318030685652047, 0.13033366343006492, 0.14672891900409013, 0.1635713210562244, 0.18008160591125488, 0.19702333596069366, 0.21344146085903049, 0.2303282362408936, 0.24695184372831136, 0.2637082297587767, 0.2799123388249427, 0.29716502339579165, 0.3131779858376831, 0.33040268102195114, 0.3465368167962879, 0.363725671893917, 0.3798574183601886, 0.39710907882545143, 0.4132073746295646, 0.43040646985173225, 0.44660716550424695, 0.4636482234345749, 0.4800431376788765, 0.49710126232821494, 0.513337115291506, 0.5304215225623921, 0.5468751462176442, 0.5636308495886624, 0.5830155010335147, 0.5971757071092725, 0.6157630041707307, 0.630233823438175, 0.6482026249868795, 0.6637035877211019, 0.6808071095729247, 0.6970702692633495, 0.7132760849781334, 0.7300836710492149, 0.7494533037533984, 0.7632305340375751, 0.782832273398526, 0.7965664956718683, 0.8145499743986875, 0.8301069157896563, 0.8477214134763926, 0.8634305894374847, 0.8804358073975891, 0.8968303803121671, 0.9137625530129299, 0.9301219686167315, 0.9470247866120189, 0.9633377809077501, 0.9802573242923245, 0.9967966225231066, 1.0136554085183889, 1.0300639760680497]
4	animate/a65.jpg	animate	inanimate	left	1.057	[0.0, -1.0, -1.0, -5.0, -8.0, -17.0, -17.0, -17.0, -17.0, -17.0, -17.0, -17.0, -17.0, -17.0, -17.0, -17.0, -17.0, -17.0, -17.0, -17.0, -17.0, -17.0, -17.0, -16.0, -14.0, -13.0, -13.0, -13.0, -14.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -21.0, -25.0, -31.0, -40.0, -76.0, -116.0, -180.0, -273.0, -371.0, -473.0, -570.0, -658.0, -762.0, -784.0, -848.0, -863.0, -885.0, -888.0, -888.0, -888.0]	[-490.0, -490.0, -490.0, -487.0, -472.0, -459.0, -455.0, -455.0, -455.0, -455.0, -455.0, -455.0, -455.0, -455.0, -455.0, -455.0, -455.0, -455.0, -455.0, -455.0, -455.0, -455.0, -455.0, -456.0, -459.0, -462.0, -466.0, -466.0, -468.0, -468.0, -468.0, -469.0, -469.0, -469.0, -469.0, -469.0, -469.0, -469.0, -469.0, -469.0, -469.0, -465.0, -463.0, -458.0, -455.0, -449.0, -435.0, -389.0, -341.0, -270.0, -180.0, -82.0, 20.0, 102.0, 177.0, 269.0, 287.0, 359.0, 374.0, 405.0, 412.0, 412.0, 412.0]	[0.004395620198920369, 0.010141622624360025, 0.023691866314038634, 0.041533350478857756, 0.05702577996999025, 0.07448940828908235, 0.09068634931463748, 0.10735637811012566, 0.12365810852497816, 0.1406848303740844, 0.15734837390482426, 0.17387026408687234, 0.1904081969987601, 0.20744038023985922, 0.22372026520315558, 0.24074357387144119, 0.2572507867589593, 0.2739201328950003, 0.2905751430662349, 0.3073984304210171, 0.3236339420545846, 0.34048214682843536, 0.3574477700749412, 0.3738256177166477, 0.3908441476523876, 0.40701617137528956, 0.4242207278730348, 0.44033984502311796, 0.4574566788505763, 0.47370891587343067, 0.4907568005146459, 0.5072158854454756, 0.5241364528192207, 0.5404689030256122, 0.5575611609965563, 0.5738533339463174, 0.5908210052875802, 0.6072725808480754, 0.6240890416083857, 0.6404822492040694, 0.6575984003720805, 0.6738769201328978, 0.6908773593604565, 0.7072722737211734, 0.7241518810624257, 0.7402293554041535, 0.7576629464747384, 0.7736059357412159, 0.7911630893358961, 0.8072538757696748, 0.8242659204406664, 0.8404969947878271, 0.8576773166423663, 0.8738162310328335, 0.8921765416162089, 0.9072545926319435, 0.9246875010430813, 0.9403560583014041, 0.960413477383554, 0.9737196678761393, 0.994094526860863, 1.0070583601482213, 1.0276421150192618]
5	inanimate/n33.jpg	inanimate	animate	left	1.316	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.0, -20.0, -26.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -30.0, -29.0, -28.0, -27.0, -27.0, -26.0, -26.0, -22.0, -21.0, -20.0, -18.0, -17.0, -16.0, -14.0, -12.0, -11.0, -10.0, -10.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -25.0, -43.0, -85.0, -154.0, -247.0, -358.0, -467.0, -575.0, -669.0, -748.0, -826.0, -840.0, -856.0, -856.0, -856.0, -856.0, -856.0, -856.0, -856.0, -856.0, -856.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -487.0, -486.0, -481.0, -459.0, -440.0, -438.0, -438.0, -438.0, -438.0, -438.0, -438.0, -438.0, -438.0, -438.0, -438.0, -438.0, -438.0, -438.0, -438.0, -438.0, -438.0, -438.0, -438.0, -438.0, -438.0, -438.0, -439.0, -441.0, -443.0, -444.0, -445.0, -448.0, -449.0, -450.0, -450.0, -452.0, -452.0, -452.0, -452.0, -452.0, -452.0, -452.0, -452.0, -452.0, -452.0, -452.0, -452.0, -450.0, -448.0, -445.0, -442.0, -427.0, -405.0, -357.0, -274.0, -166.0, -42.0, 84.0, 203.0, 303.0, 382.0, 455.0, 472.0, 493.0, 497.0, 497.0, 497.0, 497.0, 497.0, 497.0, 497.0, 497.0]	[0.012059232220053673, 0.017256029648706317, 0.02217941905837506, 0.041679099784232676, 0.056151284370571375, 0.07485395215917379, 0.08936709666159004, 0.10617638938128948, 0.1226102156797424, 0.1394143884535879, 0.15576288138981909, 0.1723059342475608, 0.18914219224825501, 0.2085203583119437, 0.22252320987172425, 0.23983869969379157, 0.2558035341789946, 0.2729504053713754, 0.28936511697247624, 0.30605869775172323, 0.3225447479635477, 0.33940046199131757, 0.3558158562518656, 0.3727418849011883, 0.3889558926457539, 0.40597578790038824, 0.4225031394744292, 0.43929536547511816, 0.4557291917735711, 0.47263576451223344, 0.48919042269699275, 0.5059785527409986, 0.5225796322338283, 0.5392667276319116, 0.5558200204977766, 0.5726753931958228, 0.5893338166642934, 0.6059130509383976, 0.6224632717203349, 0.639282463118434, 0.6557016120059416, 0.672649827436544, 0.6889314190484583, 0.7059427810600027, 0.7224769592285156, 0.7393586145481095, 0.7559170274762437, 0.7726017335662618, 0.7890106424456462, 0.8059882124653086, 0.8222472760826349, 0.839420088683255, 0.8555620750412345, 0.8727331809932366, 0.8889714232645929, 0.9060561718652025, 0.9222227343125269, 0.9395334454020485, 0.9555627919035032, 0.9727499403525144, 0.9889373241458088, 1.0060927286976948, 1.02221867244225, 1.0396317834965885, 1.0555508793331683, 1.0727141345851123, 1.0889602275565267, 1.1072819675318897, 1.1222425998421386, 1.1394905056804419, 1.1555556921521202, 1.1727189474040642, 1.1890257976483554, 1.2060177036328241, 1.2222491193097085, 1.2395666571101174, 1.255675875581801, 1.2727811040822417, 1.2891439330996946]
6	inanimate/n58.jpg	inanimate	animate	left	0.944	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 9.0, 10.0, 13.0, 16.0, 18.0, 18.0, 17.0, 17.0, 13.0, 9.0, 6.0, 5.0, 5.0, 2.0, -1.0, -4.0, -5.0, -7.0, -18.0, -37.0, -73.0, -136.0, -218.0, -322.0, -430.0, -527.0, -607.0, -687.0, -706.0, -740.0, -758.0, -770.0, -776.0, -777.0, -777.0, -777.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -488.0, -481.0, -479.0, -479.0, -479.0, -479.0, -479.0, -479.0, -479.0, -479.0, -479.0, -479.0, -479.0, -481.0, -490.0, -493.0, -499.0, -502.0, -502.0, -503.0, -503.0, -501.0, -498.0, -496.0, -494.0, -492.0, -488.0, -485.0, -481.0, -479.0, -475.0, -468.0, -453.0, -426.0, -362.0, -266.0, -165.0, -63.0, 40.0, 122.0, 208.0, 228.0, 270.0, 300.0, 323.0, 343.0, 351.0, 351.0, 351.0]	[0.00045605527702718973, 0.00922285602428019, 0.02847916621249169, 0.03235773486085236, 0.049538056715391576, 0.06626542948652059, 0.08314947423059493, 0.09912762069143355, 0.1161208919947967, 0.13294110738206655, 0.15190352965146303, 0.1657667759573087, 0.182874052436091, 0.1996048386208713, 0.21745656279381365, 0.23247556306887418, 0.24950228503439575, 0.266275396454148, 0.2831014145631343, 0.29928743292111903, 0.3160206082975492, 0.3326466050930321, 0.3495893591316417, 0.3657658201409504, 0.38280346477404237, 0.39947246958035976, 0.4162216876866296, 0.435106968623586, 0.4494689026614651, 0.46856922353617847, 0.4828908802010119, 0.5006784338038415, 0.5161824685055763, 0.5333832703763619, 0.5497177686775103, 0.5664140800945461, 0.5830066263442859, 0.5990516741294414, 0.6157995268004015, 0.6356060659745708, 0.64920034178067, 0.6686716917902231, 0.6827830872498453, 0.6998275584774092, 0.7159866115543991, 0.7334550186060369, 0.7493461251724511, 0.7663250603945926, 0.7822830682853237, 0.8002146644284949, 0.8158077871194109, 0.8328201730037108, 0.8491096154320985, 0.8661028867354617, 0.8827032835688442, 0.8994477229425684, 0.9159709784435108]
7	inanimate/n6.jpg	inanimate	animate	left	1.178	[0.0, -1.0, -1.0, -1.0, -1.0, -1.0, -2.0, -3.0, -11.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -13.0, -14.0, -14.0, -12.0, -8.0, -7.0, -6.0, -5.0, -5.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -6.0, -13.0, -19.0, -73.0, -154.0, -259.0, -377.0, -501.0, -608.0, -697.0, -761.0, -802.0, -830.0, -845.0, -854.0, -857.0, -857.0, -859.0, -862.0, -863.0, -863.0, -863.0]	[-490.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -478.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -463.0, -463.0, -463.0, -465.0, -465.0, -465.0, -465.0, -464.0, -463.0, -463.0, -463.0, -463.0, -463.0, -463.0, -463.0, -463.0, -463.0, -463.0, -463.0, -463.0, -463.0, -463.0, -463.0, -463.0, -463.0, -463.0, -443.0, -429.0, -323.0, -224.0, -111.0, 14.0, 127.0, 217.0, 294.0, 349.0, 387.0, 413.0, 430.0, 438.0, 441.0, 441.0, 441.0, 443.0, 444.0, 444.0, 444.0]	[0.014368009753525257, 0.02326519985217601, 0.029826647136360407, 0.04382608528248966, 0.0607224180130288, 0.0770104950061068, 0.09411231020931154, 0.11021163000259548, 0.12728306651115417, 0.14378447679337114, 0.16067876142915338, 0.1768920865142718, 0.1941618376877159, 0.21025945071596652, 0.22744284465443343, 0.24358926829881966, 0.2607805129373446, 0.2769204513169825, 0.2941489011282101, 0.31023934623226523, 0.3273131721653044, 0.3436770250555128, 0.3607996617211029, 0.37691912008449435, 0.3941325512714684, 0.41019261768087745, 0.427421408938244, 0.44365282461512834, 0.4606416585156694, 0.47702496754936874, 0.49410869204439223, 0.5103913077618927, 0.5272753523895517, 0.543658661423251, 0.5605802526697516, 0.5769106550142169, 0.5940476275281981, 0.6105002271942794, 0.6274815518409014, 0.6438112714095041, 0.6607420787913725, 0.6771513290004805, 0.6940596083877608, 0.7104637386510149, 0.7272900979733095, 0.7464679015101865, 0.7605953396996483, 0.7771329311653972, 0.7940835357876495, 0.8108033993048593, 0.8273686388274655, 0.8464269756805152, 0.8607005043886602, 0.8795994387473911, 0.8941549086011946, 0.9117598489392549, 0.9274574195733294, 0.9446435440331697, 0.9607418398372829, 0.9775251912651584, 0.9941645000362769, 1.0103866996942088, 1.0270246432628483, 1.0467990970937535, 1.0605278580915183, 1.0801012667361647, 1.0940966089256108, 1.113147777854465, 1.1273834184976295, 1.1449323801789433, 1.1604828361887485]
8	animate/a42.jpg	inanimate	animate	right	1.198	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 5.0, 11.0, 15.0, 17.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 18.0, 19.0, 19.0, 19.0, 18.0, 17.0, 15.0, 15.0, 13.0, 8.0, 1.0, -17.0, -41.0, -84.0, -142.0, -212.0, -262.0, -277.0, -270.0, -238.0, -184.0, -98.0, 73.0, 138.0, 348.0, 487.0, 604.0, 680.0, 729.0, 758.0, 773.0, 781.0, 787.0, 790.0, 791.0, 791.0, 791.0, 791.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -488.0, -487.0, -485.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -482.0, -483.0, -487.0, -490.0, -491.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -491.0, -489.0, -486.0, -484.0, -482.0, -481.0, -477.0, -473.0, -466.0, -454.0, -437.0, -398.0, -340.0, -252.0, -174.0, -109.0, -57.0, -1.0, 52.0, 111.0, 182.0, 201.0, 254.0, 284.0, 304.0, 315.0, 330.0, 341.0, 350.0, 364.0, 380.0, 393.0, 400.0, 402.0, 402.0, 402.0]	[0.011744523071683943, 0.016816051094792783, 0.02153703011572361, 0.04114354797638953, 0.05499826092272997, 0.07338758488185704, 0.08823830785695463, 0.10646925319451839, 0.12167325615882874, 0.14118147012777627, 0.1549873724579811, 0.1725387234473601, 0.1884202726650983, 0.2064846473513171, 0.22166748763993382, 0.23972981434781104, 0.2551744570955634, 0.27275652810931206, 0.28850563999731094, 0.3054501006845385, 0.32176787371281534, 0.33880210493225604, 0.35516527527943254, 0.3721175865503028, 0.388713204767555, 0.405561750754714, 0.4217873638262972, 0.4387260217918083, 0.45500658941455185, 0.4719394447747618, 0.4885569083271548, 0.505396579625085, 0.5218488378450274, 0.5387963704997674, 0.5552015248686075, 0.5720289081800729, 0.5884787770919502, 0.6052699792198837, 0.6218785679666325, 0.638757151318714, 0.654959553736262, 0.6720002703368664, 0.6884982672054321, 0.7053276986116543, 0.7218120421748608, 0.7387786895269528, 0.7549350118497387, 0.7720344378612936, 0.7883327547460794, 0.8053721060277894, 0.8215390098048374, 0.838754488970153, 0.8548387900227681, 0.8720648506423458, 0.8882454076083377, 0.9053506362251937, 0.9215441639535129, 0.9386534885270521, 0.9548593042418361, 0.9720266554504633, 0.9882802577922121, 1.0052660197252408, 1.0215298620751128, 1.038716327981092, 1.0548688956769183, 1.072017473517917, 1.0882741479435936, 1.1054370617493987, 1.1216309308074415, 1.1388713272754103, 1.155141655006446, 1.1719110116828233]
9	animate/a13.jpg	inanimate	animate	right	1.035	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -13.0, -51.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, -56.0, -53.0, -53.0, -53.0, -51.0, -51.0, -50.0, -50.0, -50.0, -43.0, -25.0, 17.0, 85.0, 178.0, 271.0, 400.0, 534.0, 677.0, 796.0, 896.0, 959.0, 959.0, 959.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -473.0, -441.0, -362.0, -248.0, -240.0, -240.0, -240.0, -240.0, -240.0, -240.0, -240.0, -240.0, -240.0, -240.0, -240.0, -240.0, -240.0, -240.0, -240.0, -240.0, -240.0, -240.0, -240.0, -240.0, -240.0, -240.0, -241.0, -242.0, -243.0, -243.0, -243.0, -242.0, -242.0, -241.0, -241.0, -240.0, -234.0, -223.0, -192.0, -128.0, -35.0, 61.0, 165.0, 273.0, 379.0, 480.0, 540.0, 540.0, 540.0, 540.0]	[0.014750985661521554, 0.028759639826603234, 0.0442773278336972, 0.061252508545294404, 0.07757130544632673, 0.09460690210107714, 0.11081066983751953, 0.12798109301365912, 0.14415209274739027, 0.1614522224990651, 0.17756314761936665, 0.19478272285778075, 0.21087555726990104, 0.22799034311901778, 0.24420912947971374, 0.2612720327451825, 0.27753314445726573, 0.2948711622739211, 0.3108479434158653, 0.32787739601917565, 0.34430029965005815, 0.36132429086137563, 0.3777905438328162, 0.3946650311117992, 0.4137735440162942, 0.42790712614078075, 0.447130668326281, 0.4613103303126991, 0.4785002095159143, 0.4948067185468972, 0.51107158488594, 0.5278894109651446, 0.5442423411877826, 0.5609775646589696, 0.5805956879630685, 0.5945374408038333, 0.6119338265853003, 0.6278119623893872, 0.64469395915512, 0.6609550707507879, 0.6782825072295964, 0.694425517693162, 0.7113986503100023, 0.7277382685570046, 0.7447001372929662, 0.760861921007745, 0.7780104988487437, 0.7945965597173199, 0.8113539698533714, 0.8278280734084547, 0.8447042673360556, 0.8609606004320085, 0.8778856050921604, 0.8944931698497385, 0.9112242973642424, 0.9278267421759665, 0.944491992238909, 0.9611589490668848, 0.9779764338163659, 0.9945911666145548, 1.0113690567668527, 1.0278660296462476]
