trialIndex	stimulus	left_option	right_option	response	response_time	xTrajectory	yTrajectory	tTrajectory
0	inanimate/n71.jpg	inanimate	animate	left	1.168	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0, -3.0, -8.0, -13.0, -21.0, -43.0, -81.0, -187.0, -287.0, -396.0, -484.0, -553.0, -608.0, -657.0, -688.0, -716.0, -747.0, -757.0, -777.0, -778.0, -778.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -488.0, -481.0, -465.0, -449.0, -426.0, -382.0, -300.0, -77.0, 76.0, 181.0, 255.0, 309.0, 345.0, 379.0, 404.0, 427.0, 454.0, 461.0, 474.0, 475.0, 475.0]	[0.0025334412421216257, 0.01278981298673898, 0.020512811759545002, 0.037022402706497815, 0.05416755555779673, 0.07034195756568806, 0.08751851304259617, 0.10367550707451301, 0.12075546533742454, 0.13709643781476188, 0.15418356406735256, 0.17058085648022825, 0.1875833321682876, 0.20447589865216287, 0.2208383751058136, 0.23738346467143856, 0.2542439458629815, 0.2733350377238821, 0.28745290885854047, 0.30636923825659323, 0.3207769010477932, 0.33835998403810663, 0.35417905847134534, 0.3704172897414537, 0.3871135897934437, 0.40384368180821184, 0.4205164298909949, 0.4397983268572716, 0.4538721660428564, 0.4716723367746454, 0.4871101423341315, 0.5044051403383492, 0.5206054836526164, 0.5374594795139274, 0.5538130813147291, 0.5706841438222909, 0.5872626840209705, 0.604145351848274, 0.6205808735467144, 0.6374632000442944, 0.6539342203686829, 0.6707837789072073, 0.6872814231974189, 0.7042576162493788, 0.7204289462606539, 0.737496275207377, 0.753719487824128, 0.7707980807535932, 0.7870588399964618, 0.8040329850482522, 0.8202678029847448, 0.8374621077819029, 0.8536477737798123, 0.8708000946207903, 0.8869724486285122, 0.9040288549222169, 0.9203305741102668, 0.937442276335787, 0.9536760702758329, 0.9709007536948775, 0.9872574274922954, 1.0040513487620046, 1.0204093878855929, 1.0374439488659846, 1.0560366946519935, 1.0707433650895837, 1.087480625094031, 1.1041837518059765, 1.120733278701664, 1.1374118294406799]
1	inanimate/n64.jpg	inanimate	animate	left	0.909	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -4.0, -15.0, -20.0, -35.0, -50.0, -79.0, -131.0, -206.0, -312.0, -436.0, -585.0, -728.0, -835.0, -900.0, -916.0, -916.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -477.0, -456.0, -450.0, -428.0, -406.0, -364.0, -295.0, -191.0, -70.0, 72.0, 244.0, 376.0, 460.0, 512.0, 533.0, 535.0]	[0.0018225812818855047, 0.010491072258446366, 0.018880694238760043, 0.035509410372469574, 0.05270815249241423, 0.06884193588484777, 0.08604204333823873, 0.10217377873050282, 0.1194496620883001, 0.13555886951508, 0.1526183477981249, 0.16909926677908516, 0.18611095844971715, 0.2024853815601091, 0.21933664676180342, 0.2384509492549114, 0.25257769504969474, 0.271811464066559, 0.2859208018780919, 0.305171637548483, 0.3193222766421968, 0.3382478220300982, 0.35263807684532367, 0.36974841373739764, 0.38598015967727406, 0.40293416608619737, 0.41933760249230545, 0.4358932733812253, 0.4523523470488726, 0.46888651396147907, 0.48561933664313983, 0.5051811266021105, 0.5189136328626773, 0.5359468285168987, 0.5524396941473242, 0.572074870688084, 0.5855605932447361, 0.6039205499764648, 0.6191740357535309, 0.6371807129107765, 0.6524632119835587, 0.6699688124062959, 0.6857735508529004, 0.7031030234866193, 0.7191303110084846, 0.7361846692947438, 0.7524071992520476, 0.7693144430522807, 0.7857759060498211, 0.8025875766325044, 0.8190678129467415, 0.8359450194475357, 0.8524293517548358, 0.8693140675895847, 0.8857495892880252]
2	inanimate/n70.jpg	animate	inanimate	left	1.051	[0.0, 1.0, 1.0, 1.0, 2.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 4.0, 3.0, 2.0, 0.0, -6.0, -9.0, -28.0, -55.0, -87.0, -127.0, -179.0, -250.0, -339.0, -431.0, -517.0, -641.0, -729.0, -799.0, -841.0, -854.0, -857.0, -857.0, -857.0, -857.0, -857.0, -857.0, -857.0, -857.0, -857.0, -857.0, -857.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -486.0, -485.0, -483.0, -479.0, -477.0, -474.0, -471.0, -466.0, -461.0, -455.0, -434.0, -423.0, -379.0, -341.0, -295.0, -249.0, -180.0, -80.0, 48.0, 153.0, 225.0, 325.0, 393.0, 439.0, 470.0, 479.0, 481.0, 481.0, 481.0, 481.0, 481.0, 481.0, 481.0, 481.0, 481.0, 481.0, 481.0]	[0.01627147709223209, 0.021246404481644277, 0.03066275589662837, 0.04751811709138565, 0.06407139865041245, 0.08087829057330964, 0.09736774287739536, 0.11422139740898274, 0.13051833793724654, 0.14749965098599205, 0.16388465540512698, 0.18091853372607147, 0.1973383541117073, 0.21424320858204737, 0.23064254898781655, 0.2474828915364924, 0.2637951920478372, 0.2809075769400806, 0.29709597359760664, 0.31426775041472865, 0.3304431764263427, 0.3476647878487711, 0.3637589766221936, 0.3809471374261193, 0.39709662213135744, 0.41428239359811414, 0.4304148116571014, 0.44755586851533735, 0.4637650864824536, 0.4809576846091659, 0.4970839586821967, 0.5142407168532372, 0.5304745107860072, 0.5476090823212871, 0.5638206896182965, 0.5809436558265588, 0.5971344418212539, 0.6142492160361144, 0.6304410260272562, 0.6476319174907985, 0.6641807617197628, 0.6808343951561255, 0.6972057462699013, 0.714301747175341, 0.7306403303227853, 0.7475888754124753, 0.7662502291132114, 0.7808671289894846, 0.7973122080074972, 0.8142740650728229, 0.8327183310393593, 0.8475499293199391, 0.8664686480551609, 0.8808694841864053, 0.8999878826798522, 0.9141627564094961, 0.9314816477199201, 0.9476830150306341, 0.9639263662902522, 0.9804714558558771, 1.0000998057439574, 1.0137698480757535, 1.0321711060969392]
3	inanimate/n73.jpg	animate	inanimate	right	1.064	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -2.0, -3.0, -3.0, -6.0, -8.0, -9.0, -10.0, -12.0, -16.0, -28.0, -33.0, -57.0, -83.0, -106.0, -128.0, -142.0, -151.0, -155.0, -162.0, -171.0, -183.0, -201.0, -220.0, -234.0, -253.0, -321.0, -383.0, -436.0, -477.0, -492.0, -494.0, -494.0, -494.0, -486.0, -451.0, -355.0, -178.0, 198.0, 468.0, 719.0, 923.0, 959.0, 959.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -487.0, -486.0, -485.0, -484.0, -483.0, -481.0, -480.0, -480.0, -478.0, -477.0, -475.0, -471.0, -465.0, -461.0, -458.0, -454.0, -450.0, -447.0, -445.0, -442.0, -427.0, -402.0, -393.0, -363.0, -333.0, -314.0, -295.0, -282.0, -271.0, -259.0, -239.0, -216.0, -185.0, -142.0, -112.0, -96.0, -70.0, 2.0, 57.0, 98.0, 127.0, 137.0, 140.0, 143.0, 148.0, 157.0, 174.0, 211.0, 256.0, 309.0, 349.0, 393.0, 436.0, 455.0, 464.0]	[0.003125449067738373, 0.007973741936439183, 0.02126797672099201, 0.038089887297246605, 0.055036725716490764, 0.07133195958158467, 0.08837164055876201, 0.10458836785255698, 0.12177925931609934, 0.13797379996685777, 0.15511178482847754, 0.17126297619688557, 0.18860507814679295, 0.204638168324891, 0.22179117183259223, 0.2379618191771442, 0.25518069993995596, 0.2713049260128173, 0.2885319987690309, 0.30464257152198115, 0.32189217224367894, 0.3382580620236695, 0.35516086850111606, 0.3714984276521136, 0.38851865264587104, 0.404772585228784, 0.42186619681160664, 0.4384713609688333, 0.4551581037012511, 0.47390069464745466, 0.4883653600336402, 0.5055207528712344, 0.5217589841340668, 0.537969908771629, 0.5548160539765377, 0.5715785726206377, 0.5882403980504023, 0.6048145009117434, 0.6217278887052089, 0.6382030050226604, 0.6548627824595314, 0.6715655678344774, 0.6882625505531905, 0.704886488027114, 0.72153739080386, 0.7379667685090681, 0.7548248603707179, 0.7715385683986824, 0.7883082550324616, 0.804629771533655, 0.8215472553201835, 0.8379824356889003, 0.8548364315574872, 0.8717887313032406, 0.8880208185801166, 0.905242430002545, 0.9213461760955397, 0.9384367156817461, 0.9546155550197, 0.9718037158163497, 0.9879753871646244, 1.0051922199272667, 1.0212662700578221, 1.0385083614601172]
4	animate/a44.jpg	animate	inanimate	left	0.996	[0.0, 0.0, 0.0, 0.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -1.0, -1.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 5.0, 11.0, 11.0, 11.0, 8.0, 5.0, -3.0, -8.0, -14.0, -25.0, -48.0, -90.0, -145.0, -219.0, -303.0, -400.0, -514.0, -641.0, -794.0, -862.0, -910.0, -942.0, -953.0, -953.0, -953.0]	[-490.0, -490.0, -490.0, -490.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -490.0, -489.0, -485.0, -483.0, -490.0, -492.0, -502.0, -502.0, -502.0, -502.0, -502.0, -502.0, -503.0, -506.0, -506.0, -506.0, -504.0, -498.0, -484.0, -470.0, -447.0, -423.0, -385.0, -306.0, -212.0, -114.0, -19.0, 67.0, 179.0, 293.0, 409.0, 459.0, 486.0, 505.0, 512.0, 512.0, 512.0]	[0.013552760334277991, 0.01878607674734667, 0.025123263847490307, 0.042479701776755974, 0.058609047839127015, 0.07579277131299023, 0.09201495993329445, 0.10911847016541287, 0.1255277092277538, 0.14241754505201243, 0.15917187170271063, 0.1759159583671135, 0.1946735679593985, 0.20909420139651047, 0.22654314055398572, 0.2424574468677747, 0.259117906964093, 0.27558312463224865, 0.292186923463305, 0.3087531756682438, 0.3255044303223258, 0.34209423450374743, 0.3601555249260855, 0.3753083174888161, 0.39499571797205135, 0.40889684269495774, 0.42801694785885047, 0.4419805365105276, 0.4596892300178297, 0.47555813906365074, 0.492998203561001, 0.508630227552203, 0.5259975881344872, 0.5420112223364413, 0.5599697715515504, 0.5755652729203575, 0.5925687726048636, 0.608918619742326, 0.6258951541240094, 0.6423398918122984, 0.6591884263471002, 0.675527350831544, 0.692420941311866, 0.7088748949900037, 0.7258934133278672, 0.7421316445906996, 0.7591023763161502, 0.775574761973985, 0.7923099739782629, 0.808913090142596, 0.8257332940484048, 0.8422049970395165, 0.8591006355200079, 0.8755948664838797, 0.8924171183898579, 0.9088857493770774, 0.9258523851094651, 0.9422421681956621, 0.959198905271478, 0.9756712909220369]
5	animate/a59.jpg	animate	inanimate	left	1.031	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 3.0, 5.0, 8.0, 14.0, 21.0, 29.0, 36.0, 41.0, 42.0, 44.0, 45.0, 45.0, 45.0, 43.0, 40.0, 39.0, 39.0, 38.0, 38.0, 38.0, 35.0, 33.0, 31.0, 25.0, 14.0, 9.0, 4.0, -4.0, -11.0, -19.0, -28.0, -40.0, -55.0, -69.0, -86.0, -102.0, -124.0, -176.0, -211.0, -242.0, -262.0, -287.0, -326.0, -363.0, -435.0, -548.0, -659.0, -737.0, -799.0, -857.0, -860.0, -860.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -496.0, -505.0, -517.0, -533.0, -539.0, -539.0, -539.0, -539.0, -539.0, -539.0, -539.0, -539.0, -539.0, -539.0, -539.0, -539.0, -538.0, -532.0, -527.0, -517.0, -501.0, -491.0, -480.0, -465.0, -449.0, -436.0, -424.0, -413.0, -400.0, -384.0, -362.0, -344.0, -323.0, -278.0, -247.0, -216.0, -198.0, -173.0, -128.0, -78.0, 25.0, 162.0, 269.0, 341.0, 409.0, 474.0, 479.0, 479.0]	[0.01406510105880443, 0.019963675345934462, 0.026388243670226075, 0.043295146140735596, 0.059907819631916936, 0.07832102429529186, 0.09343217424611794, 0.11260109001159435, 0.12684935032302747, 0.14416551096655894, 0.16012726256303722, 0.17759872969327262, 0.19349289737147046, 0.21066945284837857, 0.22676227629563073, 0.24392825044924393, 0.2601091377873672, 0.2769890749550541, 0.2931866876024287, 0.3103403737768531, 0.32654651974735316, 0.3436073633711203, 0.36013709295366425, 0.37705628341063857, 0.39345528248668415, 0.4104423981916625, 0.42657140292430995, 0.4437189451055019, 0.4601107761845924, 0.4769890066891094, 0.4935115682819742, 0.5103614681502222, 0.5269816509608063, 0.5437079883122351, 0.5601595526604797, 0.5770708924610517, 0.5932814757543383, 0.6104447192556108, 0.6266133186072693, 0.6437048821826465, 0.6598495882280986, 0.6770087357290322, 0.6931933777304948, 0.7103822211938677, 0.7265497965490795, 0.74373249601922, 0.7598761780682253, 0.7771059814840555, 0.7931964155941387, 0.8104825389382313, 0.8266159810009412, 0.8437416778760962, 0.8598645386155113, 0.8771298406572896, 0.8931936507942737, 0.9103111556833028, 0.9265855682388064, 0.9437597343858215, 0.9598986377750407, 0.9770437906263396, 0.9932717819028767, 1.0103961134445854]
6	inanimate/n2.jpg	inanimate	animate	left	0.901	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 3.0, 11.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 12.0, 4.0, -12.0, -28.0, -42.0, -63.0, -86.0, -106.0, -131.0, -174.0, -228.0, -292.0, -358.0, -427.0, -498.0, -567.0, -634.0, -721.0, -759.0, -780.0, -800.0, -807.0, -807.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -483.0, -476.0, -468.0, -462.0, -460.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -463.0, -464.0, -461.0, -453.0, -445.0, -431.0, -407.0, -371.0, -351.0, -332.0, -298.0, -247.0, -183.0, -115.0, -44.0, 21.0, 92.0, 163.0, 259.0, 309.0, 344.0, 389.0, 407.0, 409.0]	[0.015759477697429247, 0.021604121386189945, 0.028660838288487867, 0.047789818097953685, 0.06249751253199065, 0.07878626107412856, 0.09549484911258332, 0.11540582265297417, 0.12892294784251135, 0.14810278626100626, 0.16224625736504095, 0.1791995811072411, 0.1955811722073122, 0.21469240271107992, 0.22894544168229913, 0.24824440529482672, 0.2623383831232786, 0.27969721038243733, 0.2955063861591043, 0.31323658364999574, 0.32883140235207975, 0.34642199466907186, 0.36222775711939903, 0.37965928829362383, 0.3955514079789282, 0.41271806479926454, 0.43025745717750397, 0.44590313448861707, 0.4622069016768364, 0.47917729207256343, 0.495539085859491, 0.512377721737721, 0.5288559100517887, 0.5457996764816926, 0.5622058435474173, 0.5791526819666615, 0.5955025291041238, 0.6124824768121471, 0.6289473531433032, 0.6459119408755214, 0.662234140043438, 0.6790785785851767, 0.6953304631751962, 0.7123766294753295, 0.7288814417552203, 0.7457555762666743, 0.7622354712439119, 0.7790573818128905, 0.7955973513890058, 0.8124424725974677, 0.829037396768399, 0.8457876274260343, 0.8620087920498918, 0.8790518863534089]
7	animate/a24.jpg	animate	inanimate	left	0.913	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -5.0, -6.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -8.0, -13.0, -24.0, -51.0, -128.0, -192.0, -256.0, -308.0, -369.0, -438.0, -502.0, -594.0, -670.0, -732.0, -796.0, -852.0, -880.0, -883.0, -883.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -486.0, -485.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -479.0, -470.0, -450.0, -411.0, -319.0, -262.0, -208.0, -160.0, -99.0, -28.0, 40.0, 140.0, 221.0, 292.0, 357.0, 415.0, 447.0, 456.0, 457.0]	[0.00820987605402479, 0.014609527075663209, 0.019913840740628075, 0.03162531475391006, 0.04878207291767467, 0.06494009095331421, 0.08166062564123422, 0.09835317102988483, 0.11535325738805113, 0.1316532699202071, 0.14896908923401497, 0.1651434912419063, 0.18212412162392866, 0.1985145873768488, 0.21554095636383863, 0.23462317357189022, 0.24877278866188135, 0.2675740888735163, 0.2820841515349457, 0.2995235333655728, 0.315504740945471, 0.3318388867628528, 0.34855225346109364, 0.36820381398138124, 0.3819370029086713, 0.40112639865401434, 0.4152012618360459, 0.4343418469725293, 0.4483044116277597, 0.46590353726787725, 0.48190522481309017, 0.4991920308311819, 0.5152165876861545, 0.5324044071530807, 0.5483982440491673, 0.5654153970463085, 0.5818789080440183, 0.5986496186815202, 0.6153114441040088, 0.6320685014215996, 0.648538839079265, 0.6654010269339778, 0.6818744365882594, 0.6987980643680203, 0.7152257354100584, 0.7321363925366313, 0.7485637222489459, 0.7654166941138101, 0.7818416344889556, 0.7987475129630184, 0.8151570933550829, 0.8320602411622531, 0.8484926908640773, 0.8654053959980956, 0.8818955309616285]
8	animate/a27.jpg	inanimate	animate	right	1.564	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 4.0, 7.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 18.0, 21.0, 24.0, 25.0, 22.0, 7.0, -4.0, -16.0, -36.0, -70.0, -112.0, -163.0, -232.0, -319.0, -413.0, -503.0, -641.0, -708.0, -767.0, -830.0, -859.0, -869.0, -871.0, -874.0, -874.0, -874.0, -874.0, -874.0, -874.0, -868.0, -831.0, -711.0, -536.0, -322.0, -107.0, 109.0, 300.0, 446.0, 531.0, 545.0, 545.0, 545.0, 545.0, 545.0, 545.0, 545.0, 545.0, 542.0, 524.0, 482.0, 420.0, 364.0, 307.0, 283.0, 276.0, 278.0, 304.0, 386.0, 488.0, 614.0, 733.0, 910.0, 958.0, 959.0, 959.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -493.0, -493.0, -493.0, -493.0, -493.0, -493.0, -506.0, -519.0, -528.0, -528.0, -528.0, -523.0, -510.0, -494.0, -466.0, -422.0, -371.0, -314.0, -246.0, -165.0, -79.0, 5.0, 125.0, 196.0, 268.0, 352.0, 394.0, 415.0, 427.0, 433.0, 436.0, 436.0, 436.0, 436.0, 436.0, 440.0, 445.0, 447.0, 447.0, 461.0, 479.0, 513.0, 535.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 534.0, 507.0, 447.0, 358.0, 266.0, 138.0, 79.0, 45.0, 28.0, 19.0, 24.0, 64.0, 119.0, 175.0, 276.0, 304.0, 343.0, 345.0]	[0.011384272263967432, 0.016857887057994958, 0.03817242159129819, 0.04213461419567466, 0.054319516973919235, 0.07143599785922561, 0.08766774379910203, 0.10485180860268883, 0.12099344265152467, 0.1380846648971783, 0.15459664517402416, 0.17154245959682157, 0.18789742672379361, 0.2049517850173288, 0.22136307207256323, 0.23827168120624265, 0.2548956186801661, 0.2715506174499751, 0.28840324798511574, 0.3048985029454343, 0.3235083153776941, 0.33806479932536604, 0.3547552967138472, 0.371293218289793, 0.3877195240056608, 0.4045977545029018, 0.4237332196425996, 0.4378927333964384, 0.45483069716283353, 0.4712675841874443, 0.48844106767501216, 0.5046001096998225, 0.5216264786940883, 0.5377032594915363, 0.5548784496349981, 0.5712242007721215, 0.5880741006476455, 0.6046912114616134, 0.621418572809489, 0.6379237264263793, 0.6548016155938967, 0.6713009665472782, 0.6881044451438356, 0.7046201800767449, 0.7216062717852765, 0.737851671045064, 0.7547479921922786, 0.7714866175301722, 0.7883170614222763, 0.8047228871582774, 0.8214226005366072, 0.8378826982079772, 0.8548005233315052, 0.8712828076386359, 0.8882282807244337, 0.9046153331510141, 0.9214819583357894, 0.9380331918946467, 0.954798782528087, 0.9713435307639884, 0.9883214304863941, 1.0045982323717908, 1.0214430122505291, 1.0379976591357263, 1.054850289670867, 1.071242462086957, 1.0882377697853372, 1.1046207262115786, 1.1214378581207711, 1.1380051343294326, 1.1548840474933968, 1.1713175211989437, 1.1880278159005684, 1.2043759563675849, 1.221504725239356, 1.237760364485439, 1.2548198427757598, 1.2709887834571418, 1.2881496376212453, 1.304331890292815, 1.3213893205756904, 1.3376712424578727, 1.3548211739689577, 1.3710399492629222, 1.3883076406345936, 1.404355749458773, 1.4215148969597067, 1.437702952287509, 1.4548696091151214, 1.471261440194212, 1.48806116412743, 1.5044564085401362, 1.521439086915052, 1.5402103498272481]
9	inanimate/n22.jpg	animate	inanimate	right	1.133	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 12.0, 16.0, 19.0, 20.0, 21.0, 21.0, 22.0, 26.0, 31.0, 34.0, 43.0, 45.0, 45.0, 45.0, 45.0, 48.0, 48.0, 51.0, 51.0, 51.0, 51.0, 52.0, 51.0, 42.0, 38.0, 34.0, 30.0, 25.0, 22.0, 18.0, 10.0, -2.0, -19.0, -40.0, -63.0, -87.0, -102.0, -116.0, -133.0, -148.0, -156.0, -159.0, -161.0, -163.0, -165.0, -171.0, -172.0, -173.0, -175.0, -177.0, -178.0, -179.0, -179.0, -170.0, -147.0, -90.0, 32.0, 297.0, 401.0, 721.0, 886.0, 959.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -487.0, -487.0, -486.0, -486.0, -485.0, -485.0, -485.0, -485.0, -492.0, -501.0, -520.0, -520.0, -520.0, -520.0, -520.0, -523.0, -523.0, -527.0, -528.0, -528.0, -528.0, -528.0, -511.0, -485.0, -479.0, -472.0, -464.0, -458.0, -453.0, -447.0, -435.0, -422.0, -405.0, -387.0, -371.0, -354.0, -341.0, -329.0, -312.0, -301.0, -293.0, -290.0, -288.0, -287.0, -284.0, -279.0, -278.0, -276.0, -272.0, -265.0, -261.0, -257.0, -250.0, -236.0, -212.0, -160.0, -72.0, 115.0, 180.0, 381.0, 463.0, 497.0]	[0.002203167496190872, 0.0087837249666336, 0.019144203259202186, 0.03579408203222556, 0.052615309941757005, 0.07174053508788347, 0.08611679524619831, 0.10536490025697276, 0.11955274463980459, 0.13868411377916345, 0.1527937929276959, 0.16990378848277032, 0.18608740648051025, 0.2053484821371967, 0.2192083055851981, 0.2369152924293303, 0.2527063775632996, 0.2696405866663554, 0.28608976167743094, 0.30293522422289243, 0.319489529778366, 0.33629061903775437, 0.3527524233722943, 0.36958457393484423, 0.3860968955414137, 0.4029140274506062, 0.41939631175773684, 0.4362199289898854, 0.4527298612665618, 0.46960331311129266, 0.4862153039284749, 0.5029822599026375, 0.5194515735565801, 0.5363441400404554, 0.5527363124638214, 0.569617273627955, 0.5860763472956023, 0.6028320392797468, 0.6194430061004823, 0.6363007566251326, 0.6524826679597027, 0.6696254314811085, 0.6857735508601763, 0.7030255409117672, 0.7191415749912267, 0.7362577145468094, 0.7524642018543091, 0.7696356373344315, 0.7857922900366248, 0.802969528180256, 0.8191562181746121, 0.8362061391380848, 0.8527239220784395, 0.8695471979735885, 0.8860683942402829, 0.9028694834996713, 0.9195770475416793, 0.9362375076379976, 0.9525730187888257, 0.9696133824327262, 0.9881095310047385, 1.0028714973668684, 1.0219257252683747, 1.036234401508409, 1.055316277379461, 1.0695979883166729, 1.0870145008448162, 1.1031390682474012]
