trialIndex	stimulus	isAnimate	left_option	right_option	response	response_time	xTrajectory	yTrajectory	tTrajectory
0	老鹰	True	animate	inanimate	left	1.369	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 23.0, 74.0, 114.0, 154.0, 176.0, 184.0, 184.0, 159.0, 105.0, -11.0, -174.0, -433.0, -508.0, -674.0, -726.0, -746.0, -751.0, -751.0, -751.0, -751.0, -751.0, -751.0, -751.0, -751.0, -751.0, -751.0, -751.0, -747.0, -744.0, -742.0, -742.0, -742.0, -742.0, -742.0, -742.0, -742.0, -742.0, -742.0, -742.0, -742.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -484.0, -433.0, -405.0, -307.0, -238.0, -154.0, -78.0, -18.0, 13.0, 52.0, 96.0, 150.0, 200.0, 249.0, 264.0, 306.0, 322.0, 331.0, 335.0, 335.0, 335.0, 335.0, 335.0, 335.0, 335.0, 335.0, 335.0, 335.0, 340.0, 355.0, 366.0, 374.0, 379.0, 382.0, 383.0, 384.0, 384.0, 384.0, 384.0, 384.0, 384.0, 384.0]	[0.012915466446429491, 0.018155613099224865, 0.026892376627074555, 0.0424660433200188, 0.06011808761104476, 0.07426976037095301, 0.09620451180671807, 0.10960866493405774, 0.12528370757354423, 0.14238210949406493, 0.15976620725996327, 0.1743049518117914, 0.19267174774722662, 0.20919534462154843, 0.22396995038434397, 0.242130581085803, 0.2612558192922734, 0.27424218064697925, 0.2934892747871345, 0.30908922413073014, 0.32432053367665503, 0.3423572604369838, 0.3597867555072298, 0.3741695108183194, 0.39247111210715957, 0.4089694503345527, 0.42442399174615275, 0.44231189726269804, 0.4593123365630163, 0.47469110201927833, 0.4925435088807717, 0.5090278524294263, 0.524253700641566, 0.5423013500694651, 0.5592359120637411, 0.5740934617933817, 0.5926220496330643, 0.608839470660314, 0.6242841134226182, 0.6422180989029584, 0.6593386874737917, 0.6742068185267271, 0.6924712145118974, 0.7090036860463442, 0.7244227288174443, 0.7422642130113672, 0.7592257403302938, 0.7739525594661245, 0.7926361125573749, 0.8087661523022689, 0.8243661016458645, 0.8419908392970683, 0.8590523772290908, 0.8742724227631697, 0.8923593255021842, 0.9086269225081196, 0.924230285178055, 0.9420123774179956, 0.9591063419939019, 0.9738645637698937, 0.99232078899513, 1.0086501672922168, 1.0242057433351874, 1.0420373288652627, 1.0591807867604075, 1.0739314992097206, 1.0924638417200185, 1.1087659133627312, 1.1242129454622045, 1.1421988135844003, 1.1591132369212573, 1.1739656666468363, 1.1923908305470832, 1.2088529874599772, 1.2241928409348475, 1.242124095762847, 1.2590770897368202, 1.2745643991511315, 1.2924041766818846, 1.3109061405411921, 1.3242747950280318, 1.3440984008775558]
1	公鸡	True	animate	inanimate	left	1.098	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 13.0, 25.0, 34.0, -3.0, -35.0, -211.0, -355.0, -497.0, -606.0, -684.0, -732.0, -755.0, -768.0, -779.0, -786.0, -795.0, -795.0]	[-490.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -488.0, -488.0, -487.0, -486.0, -482.0, -457.0, -445.0, -393.0, -264.0, -183.0, -149.0, -33.0, 51.0, 129.0, 208.0, 262.0, 298.0, 317.0, 329.0, 338.0, 343.0, 348.0, 348.0]	[0.012149480724474415, 0.0161939373210771, 0.022431118137319572, 0.041168943207594566, 0.05726996963494457, 0.07295764159061946, 0.09070730717212427, 0.10757018921140116, 0.12230076300329529, 0.14091741479933262, 0.1571986651251791, 0.17255729193857405, 0.1905766107083764, 0.20764087930729147, 0.2223584824387217, 0.24107446218840778, 0.2574488964746706, 0.2726829366729362, 0.29077905540179927, 0.3075446574948728, 0.3223656845657388, 0.3409410350577673, 0.35979081739787944, 0.37261470417433884, 0.3928718031384051, 0.4076088622532552, 0.42256778792943805, 0.4409738371759886, 0.460163587340503, 0.4725833356496878, 0.49245029081066605, 0.5075996803934686, 0.5251674153987551, 0.540915503341239, 0.558467537019169, 0.5726854284002911, 0.5918942932330538, 0.6075754798657726, 0.6253981907502748, 0.6409858520928537, 0.6584931711404352, 0.6726557665533619, 0.6917083008011105, 0.7075939459900837, 0.7250992170302197, 0.740902600940899, 0.7582327680720482, 0.7727677579678129, 0.7947629253612831, 0.8074652975337813, 0.8229836682439782, 0.8408538244402735, 0.8572774106869474, 0.8726585654803785, 0.8907041669153841, 0.9074796676577535, 0.9225618146010675, 0.9405248133989517, 0.9589462226431351, 0.9725237730162917, 0.9916677845467348, 1.0073226885288022, 1.023313464349485, 1.0407211140991421, 1.0578417026699753, 1.0725657911243616, 1.091035669669509]
2	酒精	False	animate	inanimate	right	0.929	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 6.0, 27.0, 46.0, 176.0, 300.0, 417.0, 510.0, 594.0, 659.0, 708.0, 730.0, 739.0, 740.0, 740.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -477.0, -461.0, -395.0, -350.0, -151.0, -16.0, 94.0, 189.0, 299.0, 401.0, 453.0, 469.0, 476.0, 477.0, 477.0]	[0.014944657959858887, 0.022771427291445434, 0.027886987329111435, 0.04621657794632483, 0.06317059593857266, 0.07797284968546592, 0.09662841347744688, 0.11292536513064988, 0.12816691465559416, 0.14630843070335686, 0.16322899803344626, 0.17801316113036592, 0.19668408490542788, 0.21315614048216958, 0.2283062127244193, 0.24636649146850687, 0.26323517617129255, 0.2780118299415335, 0.29663803907169495, 0.3159325785236433, 0.32822910556569695, 0.3493378307466628, 0.36323623430507723, 0.3782494319457328, 0.39665718785545323, 0.41441572809708305, 0.42845953957294114, 0.44724037262494676, 0.46308949518424924, 0.47924650023924187, 0.4964817767468048, 0.5138150158745702, 0.5283421550993808, 0.547107969498029, 0.5631048892973922, 0.5786393026792211, 0.5964947815373307, 0.6128794558171649, 0.628046936049941, 0.6490174213104183, 0.6630581607896602, 0.6811396022094414, 0.6962473491294077, 0.714400470504188, 0.7279940635489766, 0.7477872907475103, 0.7628448617033428, 0.7792916586186038, 0.7961094846687047, 0.8136932623310713, 0.8279797616851283, 0.8465083495393628, 0.8627571732213255, 0.8782786159281386, 0.8963307026861003, 0.9131666194007266, 0.9282279450271744]
3	母鸡	True	animate	inanimate	left	1.303	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -14.0, -27.0, -59.0, -139.0, -252.0, -399.0, -547.0, -673.0, -753.0, -793.0, -794.0, -794.0, -794.0, -794.0, -794.0, -794.0, -794.0, -794.0, -794.0, -794.0, -794.0, -794.0, -794.0, -794.0, -794.0, -795.0, -795.0, -795.0, -795.0, -796.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -487.0, -486.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -479.0, -471.0, -441.0, -360.0, -218.0, -66.0, 61.0, 163.0, 245.0, 296.0, 302.0, 303.0, 303.0, 304.0, 304.0, 304.0, 304.0, 304.0, 304.0, 304.0, 304.0, 304.0, 315.0, 325.0, 339.0, 346.0, 364.0, 384.0, 396.0, 399.0]	[0.013938407792011276, 0.018218042940134183, 0.026146188218262978, 0.0447287067072466, 0.06112737563671544, 0.07651194375648629, 0.09580341121181846, 0.11131973394367378, 0.12631791293097194, 0.1447847194649512, 0.16305662477680016, 0.1765628365392331, 0.19638610105903354, 0.21143513868446462, 0.22642580834508408, 0.24489773488312494, 0.2665604437934235, 0.2763577294390416, 0.2973657613474643, 0.31136281018552836, 0.3263804451562464, 0.3448619290284114, 0.3632365756202489, 0.37656904879258946, 0.39590284157020506, 0.41143384161114227, 0.42908281390555203, 0.4449203311378369, 0.4624515434989007, 0.4765083256352227, 0.49571411845681723, 0.5113710704463301, 0.5275639154860983, 0.5447053253737977, 0.5618593645922374, 0.5765100664284546, 0.5946403184789233, 0.6112652912997873, 0.6261562916770345, 0.6444520903023658, 0.6632387260178803, 0.6764172579423757, 0.6956664000899764, 0.7111533681600122, 0.7278186182957143, 0.7444374471233459, 0.7615239023725735, 0.7764288973994553, 0.7948738586273976, 0.8112479515693849, 0.8266065783827798, 0.8445996145019308, 0.8614317765459418, 0.8764262008771766, 0.8946400795393856, 0.9111251057765912, 0.9266666871553753, 0.9445214833394857, 0.9615168026357424, 0.9761535098077729, 0.9948353562504053, 1.0111295772367157, 1.026781409222167, 1.0447959493321832, 1.061475194132072, 1.0764027171535417, 1.0946394651400624, 1.1110999153897865, 1.1265350008179666, 1.1447898394690128, 1.1615472495614085, 1.1764119672734523, 1.194870240491582, 1.2112177094531944, 1.226708773523569, 1.2443966577993706, 1.2616687982954318, 1.276266252156347, 1.294747736028512]
4	奶牛	True	inanimate	animate	right	1.005	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -4.0, -11.0, -23.0, -46.0, -63.0, -67.0, -60.0, 44.0, 159.0, 236.0, 495.0, 665.0, 788.0, 874.0, 930.0, 959.0, 959.0, 959.0, 959.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -489.0, -489.0, -489.0, -487.0, -487.0, -487.0, -487.0, -487.0, -487.0, -487.0, -487.0, -487.0, -487.0, -487.0, -487.0, -485.0, -485.0, -485.0, -485.0, -485.0, -485.0, -485.0, -485.0, -485.0, -485.0, -485.0, -482.0, -480.0, -477.0, -463.0, -452.0, -436.0, -392.0, -214.0, -72.0, 6.0, 214.0, 339.0, 433.0, 486.0, 512.0, 524.0, 525.0, 526.0, 526.0]	[0.01274309320433531, 0.016936371044721454, 0.0233285171125317, 0.04202128620818257, 0.058422003145096824, 0.07358572870725766, 0.09183886069513392, 0.10872666005161591, 0.12375590036390349, 0.14207388565409929, 0.1612735344824614, 0.1736956721288152, 0.19235635591030587, 0.2087126995320432, 0.22374023316660896, 0.24213262907869648, 0.2639161699335091, 0.27359979164612014, 0.29297829905408435, 0.308749938980327, 0.3250465493038064, 0.3420234366058139, 0.3596724089002237, 0.37388483896211255, 0.39305957047326956, 0.4087643091042992, 0.4248905941785779, 0.4420361000666162, 0.46294821736228187, 0.47369987051934004, 0.49245271425752435, 0.5087199699191842, 0.5239543514617253, 0.5420211155433208, 0.5583900884957984, 0.5735940913727973, 0.5918380073708249, 0.6085507028183201, 0.6237209137179889, 0.6417385258246213, 0.6585785385250347, 0.6738395440479508, 0.6918851454829564, 0.7086807848827448, 0.7237363078311319, 0.7417604052752722, 0.7585543380118906, 0.7738378715148428, 0.7919186302606249, 0.8085610110720154, 0.8237581872963347, 0.8416454101388808, 0.8584741588565521, 0.8738932016276522, 0.8917814484593691, 0.9086740264756372, 0.9237182854412822, 0.9418813054799102, 0.9586137982405489, 0.9738993797509465, 0.9917521279421635]
5	蝙蝠	True	animate	inanimate	left	1.031	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 10.0, 22.0, 34.0, 43.0, 47.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 42.0, 38.0, 36.0, 36.0, 34.0, 32.0, 32.0, 32.0, 32.0, 30.0, 25.0, 17.0, 10.0, 10.0, 10.0, 26.0, 62.0, 124.0, 212.0, 306.0, 375.0, 403.0, 401.0, 327.0, 93.0, -129.0, -355.0, -538.0, -687.0, -782.0, -809.0, -814.0, -814.0, -814.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -489.0, -488.0, -487.0, -482.0, -477.0, -473.0, -472.0, -471.0, -471.0, -471.0, -471.0, -471.0, -471.0, -471.0, -471.0, -471.0, -471.0, -471.0, -471.0, -471.0, -471.0, -471.0, -461.0, -459.0, -458.0, -457.0, -454.0, -451.0, -448.0, -448.0, -447.0, -444.0, -439.0, -431.0, -427.0, -427.0, -425.0, -414.0, -386.0, -318.0, -211.0, -96.0, 4.0, 73.0, 122.0, 185.0, 295.0, 372.0, 441.0, 492.0, 535.0, 540.0, 540.0, 540.0, 540.0, 540.0]	[0.007306987186893821, 0.012090088741388172, 0.018319077556952834, 0.031682953384006396, 0.04792904639907647, 0.06344809978327248, 0.08126261866709683, 0.0981193566985894, 0.11306770103692543, 0.1315184649283765, 0.14793522452237085, 0.16343516325287055, 0.18140771938487887, 0.19822076677519362, 0.21326912174117751, 0.23148743774800096, 0.2480673545942409, 0.2635150693531614, 0.28121865495631937, 0.2981822302681394, 0.31294864403025713, 0.3314093065855559, 0.34806909538747277, 0.36352193015045486, 0.38125077440054156, 0.39815564041782636, 0.41324734468071256, 0.4314919433381874, 0.4480032522260444, 0.4634724709758302, 0.4814074804598931, 0.49816489053773694, 0.5132422588212648, 0.5315541001182282, 0.5480264970101416, 0.5634335931245005, 0.5813750879315194, 0.5981161140371114, 0.6132556049415143, 0.631468118284829, 0.6479661151679466, 0.663425093924161, 0.6813645407382865, 0.6981731507985387, 0.7132314044283703, 0.7314446004311321, 0.7479849226365332, 0.7634432187187485, 0.7812550069356803, 0.7980550836655311, 0.8132225638983073, 0.8313654452795163, 0.8477518262225203, 0.8634545168461045, 0.8812516277394025, 0.8980547764658695, 0.9132007527077803, 0.9314296500378987, 0.9478474336356157, 0.9634736656298628, 0.9812089952174574, 0.9981039625708945]
6	婴儿	True	animate	inanimate	left	0.903	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 7.0, 11.0, 11.0, 8.0, -28.0, -117.0, -258.0, -436.0, -612.0, -757.0, -849.0, -893.0, -901.0, -901.0, -901.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -486.0, -474.0, -437.0, -403.0, -346.0, -261.0, -172.0, -60.0, 76.0, 231.0, 363.0, 461.0, 502.0, 522.0, 526.0, 527.0, 527.0]	[0.006749248816049658, 0.011709160942700692, 0.017194043466588482, 0.030437428678851575, 0.046940886895754375, 0.06243946029280778, 0.08013417123584077, 0.09713802386249881, 0.1119972802553093, 0.1303289188654162, 0.14698427033727057, 0.16237805446144193, 0.1802328506601043, 0.19707491136796307, 0.2120143810461741, 0.2303818596410565, 0.24694778182310984, 0.2623746752651641, 0.280320948746521, 0.29707528682774864, 0.3122011244267924, 0.3303880377789028, 0.3469560079538496, 0.362338528080727, 0.3800950203294633, 0.39709545961522963, 0.41219672122679185, 0.43036349592148326, 0.4469567247579107, 0.4623982955235988, 0.48028756635903846, 0.4970903737557819, 0.5121957313531311, 0.5304014180292143, 0.5469820175494533, 0.5623665856692242, 0.5800725606095511, 0.5971084985503694, 0.6121599255129695, 0.6303509348654188, 0.6469086650467943, 0.6623413611523574, 0.6802920719637768, 0.6971494926547166, 0.7122155969409505, 0.7303332196752308, 0.7468571578792762, 0.7623502699425444, 0.7801647888263687, 0.7970385935186641, 0.8119374445523135, 0.8302117392013315, 0.8468425146857044, 0.8624318827060051, 0.88019929760776]
7	米饭	False	inanimate	animate	left	1.297	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, 4.0, 4.0, 4.0, 4.0, 0.0, -27.0, -69.0, -133.0, -206.0, -344.0, -451.0, -525.0, -531.0, -530.0, -511.0, -487.0, -458.0, -376.0, -122.0, 114.0, 216.0, 440.0, 503.0, 526.0, 540.0, 553.0, 568.0, 571.0, 571.0, 509.0, 272.0, 161.0, -68.0, -408.0, -586.0, -715.0, -804.0, -861.0, -889.0, -894.0, -894.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -488.0, -487.0, -487.0, -486.0, -476.0, -458.0, -423.0, -374.0, -295.0, -97.0, 47.0, 133.0, 146.0, 151.0, 154.0, 154.0, 151.0, 150.0, 182.0, 228.0, 253.0, 340.0, 387.0, 411.0, 423.0, 429.0, 430.0, 430.0, 430.0, 430.0, 430.0, 430.0, 430.0, 433.0, 459.0, 486.0, 513.0, 529.0, 537.0, 539.0, 539.0]	[0.00622086510702502, 0.011436435772338882, 0.027894838000065647, 0.04574861019500531, 0.06270604151359294, 0.07758236456720624, 0.09591639251448214, 0.11248777603032067, 0.12789418947068043, 0.1457814123132266, 0.16263337168493308, 0.17762131067865994, 0.19602053325797897, 0.21246562351007015, 0.2278652102831984, 0.24585141974966973, 0.26261292582785245, 0.2776227101421682, 0.2959277247719001, 0.31250934828130994, 0.3278618310869206, 0.3458005952415988, 0.36262251729203854, 0.3775978269550251, 0.39589226026146207, 0.4124469184462214, 0.4279212571855169, 0.4458146240358474, 0.46268638072069734, 0.4774258291727165, 0.4958131050952943, 0.5160231000918429, 0.5277103474363685, 0.5456436502572615, 0.5626789055240806, 0.5774589726352133, 0.5959308991732541, 0.6122613014740637, 0.6278909468092024, 0.6458375616202829, 0.6625666410545819, 0.6775856413587462, 0.6959336639702087, 0.7124272235232638, 0.7278404636308551, 0.7457068651565351, 0.7625571178650716, 0.7776699847890995, 0.7958360768243438, 0.8123241750436136, 0.8279060337372357, 0.8456939286261331, 0.8625175573397428, 0.8773467764258385, 0.8957203990139533, 0.9123371798341395, 0.9278299505676841, 0.9456618774420349, 0.9625595754623646, 0.977592229100992, 0.9959081663837424, 1.0123566699621733, 1.0279344326554565, 1.0457643115223618, 1.0624974869569996, 1.0776048925617943, 1.0959402858279645, 1.1123788907570997, 1.1278375281690387, 1.145692324367701, 1.1625156117515871, 1.1776257480087224, 1.1959102826513117, 1.2123099755845033, 1.2278617969568586, 1.24577223045344, 1.2625760618539061, 1.2776117874891497]
8	绳子	False	animate	inanimate	right	0.933	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 4.0, 45.0, 61.0, 101.0, 156.0, 178.0, 264.0, 344.0, 385.0, 514.0, 596.0, 647.0, 666.0, 669.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -489.0, -476.0, -404.0, -365.0, -269.0, -121.0, -68.0, 117.0, 223.0, 257.0, 335.0, 381.0, 412.0, 424.0, 427.0]	[0.00707488066109363, 0.011950824831728823, 0.018653925391845405, 0.031048415054101497, 0.04756450260174461, 0.06301290002011228, 0.08090456019272096, 0.09772750624688342, 0.11269803725008387, 0.130903723926167, 0.14749831809604075, 0.1628726462222403, 0.1808240396931069, 0.1977053537266329, 0.21269738870614674, 0.2309409633744508, 0.24734680030087475, 0.2628747283597477, 0.280833631157293, 0.2977050465269713, 0.3126854761794675, 0.33092529617715627, 0.3474891703663161, 0.36287100781919435, 0.3808534626150504, 0.39771156597998925, 0.4127134996379027, 0.431033532920992, 0.4475274338183226, 0.46286523930029944, 0.4807623607921414, 0.4976918027969077, 0.5124087232543388, 0.5307744951860514, 0.5475117666210281, 0.5628570814296836, 0.5808542135491734, 0.597646439622622, 0.6126927465811605, 0.6309492918953765, 0.6475036087649642, 0.662874523550272, 0.6809040823281975, 0.6976973323908169, 0.7126784447173122, 0.7309377207129728, 0.7511934543435927, 0.7627311977557838, 0.780761097863433, 0.7976086199050769, 0.8126579988602316, 0.8309575521707302, 0.8473743117647246, 0.8628448958334047, 0.8807467959995847, 0.8976366433635121, 0.9126361876842566]
9	蜜蜂	True	animate	inanimate	left	0.879	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0, -2.0, -2.0, -2.0, -3.0, -5.0, -5.0, -5.0, -5.0, -7.0, -10.0, -10.0, -10.0, -10.0, -10.0, -14.0, -17.0, -39.0, -81.0, -146.0, -231.0, -323.0, -410.0, -490.0, -553.0, -621.0, -681.0, -702.0, -703.0, -707.0, -708.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -489.0, -489.0, -489.0, -489.0, -487.0, -485.0, -485.0, -485.0, -485.0, -485.0, -485.0, -485.0, -480.0, -463.0, -420.0, -352.0, -266.0, -151.0, 16.0, 190.0, 349.0, 460.0, 500.0, 504.0, 511.0, 512.0]	[0.013766717223916203, 0.019653348877909593, 0.02569426310947165, 0.04438430153822992, 0.060700709189404733, 0.07617846126959193, 0.09405680945201311, 0.11090740349027328, 0.12589909714006353, 0.14420854909985792, 0.16079187927243765, 0.176145386081771, 0.19403977692127228, 0.21084770430752542, 0.22590595793735702, 0.24425295654509682, 0.2607379827677505, 0.27611470023111906, 0.29403503239154816, 0.3108832370926393, 0.3259326160623459, 0.3442526493454352, 0.3607339209120255, 0.37612736369192135, 0.3939248159149429, 0.410839921925799, 0.4259179728687741, 0.44421889149816707, 0.4607527283660602, 0.47615265648346394, 0.49406343130976893, 0.5108737480331911, 0.5259528229798889, 0.544307672244031, 0.5608179571281653, 0.5761468879500171, 0.5939211295190034, 0.6109031368250726, 0.6259480784501648, 0.6441551304596942, 0.660647324679303, 0.6761281487561064, 0.6941058248921763, 0.7108983922953485, 0.726000336551806, 0.7441213726124261, 0.7606115188391414, 0.7760626469244016, 0.7939307551132515, 0.8107659891538788, 0.8258863654191373, 0.8441145800752565, 0.860592438315507, 0.8760981797095155]
