trialIndex	stimulus	left_option	right_option	response	response_time	xTrajectory	yTrajectory	tTrajectory
0	animate/a27.jpg	animate	inanimate	left	1.118	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -6.0, -58.0, -144.0, -258.0, -395.0, -535.0, -665.0, -780.0, -877.0, -948.0, -960.0, -960.0, -960.0, -960.0, -960.0, -959.0, -957.0, -955.0, -955.0, -953.0, -952.0, -950.0, -946.0, -939.0, -921.0, -885.0, -856.0, -833.0, -813.0, -796.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -472.0, -448.0, -398.0, -334.0, -246.0, -126.0, 19.0, 185.0, 326.0, 438.0, 515.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 536.0, 524.0, 502.0, 489.0, 475.0, 462.0, 451.0]	[0.016633642684610095, 0.021577170817181468, 0.032127437414601445, 0.048786884886794724, 0.06520569248095853, 0.08212387048115488, 0.09853789941553259, 0.11541409343772102, 0.1319742129635415, 0.1487869190168567, 0.16521903860848397, 0.18220957923767855, 0.1985911815208965, 0.21553905551263597, 0.23184010316617787, 0.24882757179875625, 0.26521429407875985, 0.2822212187020341, 0.2982833331407164, 0.31542440169869224, 0.3316872200448415, 0.34879074194759596, 0.3652310535326251, 0.3822205701653729, 0.3985769137943862, 0.4154312624959857, 0.4318824967413093, 0.44885870138386963, 0.4652502023236593, 0.48225985761382617, 0.49851414262957405, 0.5154364166301093, 0.5316480349938502, 0.5487734022244695, 0.5650959538688767, 0.5822032304422464, 0.5985592327342601, 0.61537944812153, 0.6318880263352185, 0.6487812870254857, 0.6652786012418801, 0.6822203312331112, 0.6985435655442416, 0.7154160049030907, 0.7318112605134957, 0.7486697052154341, 0.7652049074167735, 0.7820701787786675, 0.7982831624758546, 0.8153276337543502, 0.831977865229419, 0.8487816966226092, 0.865234296201379, 0.8820463195879711, 0.8985941511200508, 0.9154642011490068, 0.9319785820262041, 0.9488605787119013, 0.9650418184319278, 0.9820937990298262, 0.9986317318980582, 1.015405184647534, 1.0319397041821503, 1.0488886021703365, 1.0651882844904321, 1.0821119238244137, 1.098622208701272]
1	animate/a51.jpg	animate	inanimate	left	0.779	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -4.0, -28.0, -134.0, -204.0, -267.0, -337.0, -412.0, -476.0, -520.0, -549.0, -570.0, -600.0, -634.0, -664.0, -713.0, -748.0, -786.0, -815.0, -826.0, -829.0, -829.0, -829.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -482.0, -405.0, -331.0, -247.0, -144.0, -30.0, 74.0, 156.0, 234.0, 297.0, 359.0, 409.0, 442.0, 466.0, 475.0, 486.0, 493.0, 497.0, 498.0, 498.0, 498.0]	[0.004161260796536226, 0.009291156835388392, 0.023602573506650515, 0.04029820229334291, 0.0570798470362206, 0.07326757207920309, 0.09040829930017935, 0.10685270688554738, 0.12374801556870807, 0.14016921249276493, 0.15707441983977333, 0.1736075740409433, 0.19037522411963437, 0.20687799966981402, 0.22378013501293026, 0.24029280922695762, 0.25710005395376356, 0.27356528286327375, 0.2904414768854622, 0.30684048715920653, 0.32378392381360754, 0.34001192617142806, 0.35707482943689683, 0.37348476237093564, 0.39038041238381993, 0.40666951338062063, 0.423674731340725, 0.44022153886180604, 0.4570154715984245, 0.4736220124323154, 0.4904374491525232, 0.5068344114260981, 0.5237461041033384, 0.5403106609519455, 0.557085137697868, 0.5735343239430222, 0.590363413990417, 0.6069870214778348, 0.6237809542144532, 0.6402564231175347, 0.6570520625173231, 0.673542550073762, 0.6903504774672911, 0.706566874498094, 0.723699751055392, 0.7401526919638854, 0.7569810993518331]
2	inanimate/n21.jpg	animate	inanimate	right	0.78	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -18.0, -43.0, -74.0, -123.0, -197.0, -270.0, -354.0, -446.0, -534.0, -613.0, -685.0, -701.0, -693.0, -632.0, -530.0, -385.0, -206.0, 11.0, 237.0, 436.0, 590.0, 711.0, 787.0, 839.0, 845.0, 846.0, 846.0, 846.0, 846.0, 846.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -491.0, -498.0, -510.0, -519.0, -519.0, -508.0, -486.0, -460.0, -419.0, -370.0, -317.0, -247.0, -195.0, -130.0, -44.0, 39.0, 125.0, 192.0, 235.0, 268.0, 290.0, 307.0, 338.0, 373.0, 401.0, 407.0, 411.0, 418.0, 425.0, 430.0, 431.0]	[0.0029027654527453706, 0.007858922916057054, 0.02075107631389983, 0.037632731669873465, 0.05416861653793603, 0.07094036261696601, 0.08741822084994055, 0.10452959341637325, 0.12082483840640634, 0.13772697375679854, 0.15424510929733515, 0.17097555406508036, 0.18749130027572392, 0.20434496631060028, 0.2207951765594771, 0.2376751252450049, 0.2541693674720591, 0.2710117695169174, 0.28747904641204514, 0.30436684576852713, 0.32072387206426356, 0.3376550207249238, 0.3554347236204194, 0.3708940437063575, 0.3874609898921335, 0.4043081705967779, 0.42066690355568426, 0.4375977108866209, 0.4541131157675409, 0.4710753257459146, 0.48742928003775887, 0.5042426687650732, 0.5207225749982172, 0.5376929769699927, 0.5538380353755201, 0.5709558932721848, 0.5874327275087126, 0.6043526121793548, 0.6206894998103962, 0.6376482964624302, 0.6540882667104597, 0.6710003007174237, 0.6874430016323458, 0.7043434303122922, 0.7208410858656862, 0.7376452585958759, 0.7540705515202717]
3	inanimate/n43.jpg	animate	inanimate	right	0.663	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -3.0, -4.0, -17.0, -62.0, -78.0, -102.0, -89.0, -45.0, 38.0, 171.0, 317.0, 467.0, 607.0, 727.0, 837.0, 915.0, 958.0, 959.0, 959.0, 959.0, 959.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -491.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -492.0, -494.0, -498.0, -491.0, -480.0, -400.0, -292.0, -154.0, 19.0, 165.0, 278.0, 366.0, 447.0, 519.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0]	[0.007982826842635404, 0.013781053210550454, 0.018604090742883272, 0.031060361696290784, 0.04783791043882957, 0.0643130380049115, 0.08114451738947537, 0.09761350095504895, 0.11450198297825409, 0.1309460492193466, 0.1478454539028462, 0.1644188854188542, 0.18129815144493477, 0.19767395105736796, 0.21462216637883103, 0.23084607273631264, 0.2477895093979896, 0.26404789040680043, 0.2811213749955641, 0.29761800655251136, 0.3145897738650092, 0.33098605347186094, 0.3478526901672012, 0.36431245773565024, 0.3811435957904905, 0.39763476601365255, 0.4145324640267063, 0.4309253302999423, 0.4478278069800581, 0.4641093986429041, 0.4811596725776326, 0.4976412854739465, 0.5144959755125456, 0.5308659724614699, 0.5478469557710923, 0.5643166220033891, 0.5811829173690057, 0.59766589559149, 0.6145130763034103, 0.6310342838405631, 0.6478497205680469]
4	animate/a18.jpg	inanimate	animate	right	0.95	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 5.0, 5.0, 3.0, -10.0, -28.0, -53.0, -90.0, -122.0, -143.0, -143.0, -119.0, -63.0, 13.0, 105.0, 214.0, 317.0, 401.0, 451.0, 461.0, 444.0, 384.0, 304.0, 174.0, 31.0, -74.0, -167.0, -204.0, -215.0, -215.0, -215.0, -207.0, -192.0, -144.0, -37.0, 111.0, 287.0, 502.0, 707.0, 880.0, 959.0, 959.0, 959.0, 959.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -494.0, -506.0, -520.0, -532.0, -539.0, -539.0, -539.0, -525.0, -478.0, -382.0, -252.0, -117.0, -3.0, 86.0, 168.0, 243.0, 319.0, 376.0, 402.0, 406.0, 411.0, 428.0, 446.0, 486.0, 522.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 534.0, 519.0, 494.0, 474.0, 474.0, 474.0, 474.0, 474.0, 474.0, 481.0, 489.0, 490.0, 490.0]	[0.006028694515407551, 0.011212179859285243, 0.02730569695268059, 0.044194178968609776, 0.06059182390890783, 0.07767554849851876, 0.09381753490015399, 0.11089784615614917, 0.12731016842008103, 0.14428807972581126, 0.16069255132606486, 0.1777022066162317, 0.19428963278915035, 0.21094430159428157, 0.2273876851759269, 0.24435603915480897, 0.2607642654184019, 0.2777455900577479, 0.2940848670259584, 0.3109938290363061, 0.3271771167492261, 0.34425401467160555, 0.360735968904919, 0.3775817842761171, 0.3941477064654464, 0.41107407646632055, 0.42741710809787037, 0.444307638113969, 0.4607677470194176, 0.47757772241311613, 0.4941020019541611, 0.5109857053103042, 0.5275308061682153, 0.5442438429454342, 0.5608244424583972, 0.5776985884876922, 0.5941040840843925, 0.6109570674525457, 0.6274455070160911, 0.6442943943839055, 0.6608487112462171, 0.6776211399919703, 0.6939252596421284, 0.710938328265911, 0.7274161864988855, 0.7442831645239494, 0.7608531827063416, 0.7777635100501357, 0.7941717363137286, 0.8110892316544778, 0.8274814152609906, 0.8442924146584119, 0.8607501342266914, 0.8775918536048266, 0.894127055806166, 0.9109684338473016, 0.9273838281151257]
5	animate/a46.jpg	animate	inanimate	right	0.664	[0.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -2.0, -3.0, -3.0, -3.0, -11.0, -32.0, -89.0, -173.0, -283.0, -346.0, -383.0, -387.0, -339.0, -220.0, -63.0, 136.0, 356.0, 560.0, 726.0, 854.0, 959.0, 959.0, 959.0, 959.0, 959.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -487.0, -465.0, -425.0, -311.0, -206.0, -87.0, 35.0, 154.0, 283.0, 395.0, 518.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0]	[0.005196182937652338, 0.010837054716830608, 0.02557206583878724, 0.04192636146763107, 0.0590063313866267, 0.0755138856038684, 0.0924283089407254, 0.10881571388017619, 0.12589363580627833, 0.14219741412671283, 0.1590725841524545, 0.17559686369349947, 0.19253927635145374, 0.20889903330680681, 0.22575543000857579, 0.2421841362665873, 0.25905828229588224, 0.2755317031915183, 0.29245261185860727, 0.3088628861223697, 0.3258029094504309, 0.34203842114220606, 0.3590600230891141, 0.3752429694723105, 0.39234717404906405, 0.40883936826867284, 0.4257609596097609, 0.44226987915317295, 0.4591204731914331, 0.47557204877375625, 0.49245575212989934, 0.5088551037333673, 0.5257517777426983, 0.5422064253216377, 0.5590648700235761, 0.5753430483528064, 0.5924028796216589, 0.6087984765617875, 0.6257408892197418, 0.6419869822348119]
6	animate/a49.jpg	animate	inanimate	left	1.306	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -9.0, -26.0, -56.0, -76.0, -91.0, -100.0, -95.0, -52.0, 14.0, 102.0, 203.0, 298.0, 379.0, 458.0, 562.0, 615.0, 647.0, 652.0, 650.0, 599.0, 493.0, 335.0, 146.0, -86.0, -330.0, -656.0, -811.0, -900.0, -931.0, -933.0, -933.0, -926.0, -915.0, -906.0, -899.0, -896.0, -892.0, -885.0, -877.0, -868.0, -855.0, -841.0, -829.0, -823.0, -822.0, -821.0, -818.0, -818.0, -818.0, -819.0, -823.0, -823.0, -823.0, -823.0, -823.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -493.0, -493.0, -492.0, -474.0, -414.0, -310.0, -167.0, -11.0, 167.0, 311.0, 416.0, 487.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 524.0, 492.0, 455.0, 426.0, 394.0, 376.0, 358.0, 349.0, 338.0, 333.0, 333.0, 333.0, 333.0, 335.0, 338.0, 339.0, 341.0, 341.0, 341.0, 341.0, 339.0, 335.0, 330.0, 329.0, 329.0, 329.0, 330.0, 338.0, 362.0, 391.0, 416.0, 444.0, 451.0, 452.0, 452.0, 452.0]	[0.012901813119242433, 0.018651228849194013, 0.02419174867827678, 0.04108227869437542, 0.05732495837582974, 0.07438069364434341, 0.09084865321347024, 0.10764599928370444, 0.12392042294959538, 0.1410788994980976, 0.15748268843162805, 0.1745053143822588, 0.19074458073737333, 0.2077088387159165, 0.22393445174384397, 0.24099735500203678, 0.25749705855560023, 0.2744497112071258, 0.2908377988205757, 0.3077262808365049, 0.32414440576394554, 0.3410547331077396, 0.3575069913495099, 0.37448865732585546, 0.3908938115928322, 0.407776149615529, 0.4240075652996893, 0.4410144899302395, 0.4575380868045613, 0.4744566061417572, 0.4909255897073308, 0.5077539970952785, 0.5241922606728622, 0.5410855213558534, 0.557550408928364, 0.5744013443036238, 0.5908928558565094, 0.6077864578765002, 0.6242370094551006, 0.641108424817503, 0.6575518083918723, 0.6744034264338552, 0.6909840259468183, 0.7078267693214002, 0.7242008622706635, 0.7410343896553968, 0.7573337306384929, 0.7743976579004084, 0.7913830785400933, 0.807808371464489, 0.8239920005144086, 0.841135799732001, 0.8572907567941002, 0.8744478680091561, 0.8909817048770492, 0.9076196483583772, 0.9241616772269481, 0.9410313859189046, 0.9575973081082338, 0.9744475608094945, 0.9908813870642916, 1.0077555330935866, 1.0240333700930933, 1.0411123160156421, 1.0575550169232883, 1.0745110829157056, 1.0909469571633963, 1.1077180205757031, 1.1242139694659272, 1.1410481795101077, 1.1575437870633323, 1.1744578690704657, 1.1908678020045045, 1.2077160067128716, 1.2239180677497643, 1.2410734723016503, 1.2575670318547054, 1.2743875885716989, 1.290602961606055]
7	animate/a8.jpg	inanimate	animate	right	0.915	[0.0, 0.0, 0.0, -1.0, -3.0, -6.0, -6.0, -7.0, -7.0, -7.0, -9.0, -10.0, -11.0, -11.0, -11.0, -11.0, -11.0, -14.0, -16.0, -18.0, -26.0, -43.0, -83.0, -143.0, -211.0, -302.0, -403.0, -488.0, -526.0, -530.0, -502.0, -443.0, -339.0, -221.0, -39.0, 67.0, 164.0, 227.0, 239.0, 235.0, 184.0, 92.0, 21.0, -13.0, -24.0, -11.0, 120.0, 277.0, 463.0, 671.0, 844.0, 959.0, 959.0, 959.0, 959.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -493.0, -494.0, -495.0, -499.0, -500.0, -498.0, -480.0, -462.0, -423.0, -352.0, -252.0, -140.0, -40.0, 55.0, 142.0, 219.0, 288.0, 374.0, 423.0, 452.0, 464.0, 467.0, 467.0, 465.0, 465.0, 465.0, 467.0, 476.0, 491.0, 529.0, 540.0, 540.0, 540.0, 539.0, 518.0, 507.0, 502.0, 502.0]	[0.002951234760985244, 0.008089664130238816, 0.02065004169708118, 0.037640240996552166, 0.05410308056889335, 0.07107826121500693, 0.08736565554136178, 0.10445688945765141, 0.1208398570670397, 0.1377310697498615, 0.15418742399197072, 0.17109433800214902, 0.18762442020670278, 0.20454771821096074, 0.22083750186720863, 0.23775533853768138, 0.25405945819511544, 0.27106706548511283, 0.2875445823810878, 0.30438732575566974, 0.3207648320385488, 0.33768949537625303, 0.35424688422790496, 0.3710882622763165, 0.3872674539888976, 0.40445460252522025, 0.42098263672960456, 0.4378014867834281, 0.45433361698815133, 0.4711057043969049, 0.4875026666704798, 0.5044471273286035, 0.5208659349227673, 0.537765339598991, 0.5542551444959827, 0.5710791145465919, 0.587251820928941, 0.6044014228173182, 0.6209513023422915, 0.6377076884309645, 0.6539483201195253, 0.671108844660921, 0.6889114168807282, 0.704389510290639, 0.720842792536132, 0.7377353705524001, 0.7541999167879112, 0.7710430014994927, 0.7875457770496723, 0.8043311764558894, 0.8205878507942543, 0.8376958100343472, 0.8542777748807566, 0.8711201769256149, 0.88759598715842]
8	inanimate/n55.jpg	inanimate	animate	left	1.348	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -7.0, -15.0, -27.0, -42.0, -66.0, -104.0, -162.0, -239.0, -320.0, -413.0, -508.0, -598.0, -657.0, -674.0, -645.0, -565.0, -435.0, -282.0, -102.0, 122.0, 323.0, 504.0, 663.0, 795.0, 887.0, 939.0, 952.0, 942.0, 866.0, 736.0, 560.0, 337.0, 109.0, -141.0, -377.0, -603.0, -776.0, -895.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -958.0, -944.0, -935.0, -917.0, -897.0, -881.0, -873.0, -868.0, -866.0, -864.0, -862.0, -861.0, -859.0, -858.0, -858.0, -858.0, -858.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -489.0, -489.0, -489.0, -489.0, -475.0, -441.0, -383.0, -310.0, -217.0, -107.0, 10.0, 114.0, 202.0, 314.0, 392.0, 460.0, 521.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 538.0, 538.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 537.0, 535.0, 530.0, 525.0, 519.0, 517.0, 514.0, 513.0, 511.0, 510.0, 509.0, 508.0, 508.0, 508.0, 508.0, 508.0]	[0.008162709425960202, 0.012997693615034223, 0.017649723231443204, 0.03155563610926038, 0.04797615037387004, 0.06499229099426884, 0.08132951996230986, 0.09834190591936931, 0.1149313800924574, 0.1317205341620138, 0.14822740571253235, 0.16501519444864243, 0.1812759647873463, 0.19832316672545858, 0.21481501961534377, 0.23170862163533457, 0.24815234654670348, 0.265084860548086, 0.2815507721170434, 0.2983716701710364, 0.3149652403371874, 0.33174347174644936, 0.34789330881176284, 0.36499478272889974, 0.38146342495747376, 0.3983416669871076, 0.41484034653694835, 0.4317158578996896, 0.4479916468990268, 0.4650238301765057, 0.48148189108178485, 0.4983352157869376, 0.5148861193156336, 0.5316851720490376, 0.548117291633389, 0.5651293362534489, 0.581449498567963, 0.5983287645940436, 0.61454720961774, 0.6316814515157603, 0.6481306377609144, 0.6649945437893621, 0.6814843486790778, 0.6982953480764991, 0.7146595423619146, 0.7316985523066251, 0.748118042567512, 0.7650065245834412, 0.7814563934953185, 0.7983916381563176, 0.8148408244014718, 0.8316931251101778, 0.8481774686661083, 0.8650229427075828, 0.8815117236008518, 0.8984408242686186, 0.9147766879032133, 0.9318163805146469, 0.9481706761362148, 0.9650335581754916, 0.9814547550995485, 0.9983073971379781, 1.0145937674606103, 1.0316894387142383, 1.048201088924543, 1.0650366643021698, 1.0815189598652069, 1.0983343965854147, 1.1148975881078513, 1.1316939101743628, 1.1478987018781481, 1.1650544477597577, 1.1812094048218569, 1.1983211187252891, 1.214786688964523, 1.2316707336503896, 1.248107631901803, 1.2650101085819188, 1.2812913589150412, 1.2983167155325646, 1.3147778484344599, 1.3318666930208565]
9	inanimate/n37.jpg	inanimate	animate	left	0.712	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -56.0, -119.0, -201.0, -278.0, -362.0, -454.0, -552.0, -636.0, -707.0, -739.0, -753.0, -763.0, -775.0, -776.0, -776.0, -779.0, -781.0, -783.0, -783.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -462.0, -427.0, -370.0, -290.0, -161.0, 5.0, 184.0, 344.0, 457.0, 503.0, 521.0, 531.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0, 540.0]	[0.0030136987261357717, 0.008157930758898146, 0.020999566848331597, 0.03795495016674977, 0.0544232510656002, 0.0712352744594682, 0.08745406082744012, 0.10461936403589789, 0.12101154764241073, 0.13800311227532802, 0.15433556258358294, 0.17123223659291398, 0.1876814228380681, 0.20460608617577236, 0.22101362977264216, 0.2380103144023451, 0.25436461003118893, 0.2712879080354469, 0.28772651295003016, 0.30463615762710106, 0.32101605323987314, 0.3378956605956773, 0.3543424575109384, 0.3712043155464926, 0.38772586442064494, 0.40465155175479595, 0.42076930349867325, 0.4379011560595245, 0.45413154775451403, 0.471253160321794, 0.4878078185065533, 0.5046491965549649, 0.5210369428314152, 0.537923376847175, 0.554323411117366, 0.5712149651371874, 0.5876334314016276, 0.6045686760626268, 0.6209833876564517, 0.637870163009211, 0.6543439252418466, 0.6712508392520249, 0.6876805695064832]
