trialIndex	stimulus	left_option	right_option	response	response_time	xTrajectory	yTrajectory	tTrajectory
0	inanimate/n60.jpg	inanimate	animate	left	1.173	[0.0, 0.0, 0.0, 0.0, 0.0, -2.0, -2.0, -3.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -4.0, -5.0, -6.0, -6.0, -6.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -7.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -8.0, -11.0, -17.0, -25.0, -44.0, -76.0, -128.0, -223.0, -299.0, -386.0, -477.0, -574.0, -664.0, -737.0, -793.0, -823.0, -842.0, -860.0, -862.0, -867.0, -867.0, -867.0, -867.0, -867.0, -867.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -488.0, -488.0, -488.0, -487.0, -487.0, -487.0, -487.0, -487.0, -487.0, -487.0, -487.0, -485.0, -485.0, -485.0, -485.0, -485.0, -485.0, -485.0, -485.0, -485.0, -485.0, -485.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -482.0, -471.0, -447.0, -408.0, -341.0, -225.0, -139.0, -53.0, 39.0, 140.0, 233.0, 300.0, 348.0, 375.0, 391.0, 417.0, 422.0, 432.0, 436.0, 437.0, 437.0, 437.0, 437.0]	[0.013604891180875711, 0.01920616830466315, 0.024407744320342317, 0.04083986389741767, 0.05812975371372886, 0.0743065560964169, 0.0914319233270362, 0.10764354169077706, 0.12468903696571942, 0.14136828176560812, 0.15800042258342728, 0.17444790215813555, 0.19137939215579536, 0.20804088762088213, 0.22463514046103228, 0.24126591594540514, 0.2580335660313722, 0.2744250669638859, 0.291340172974742, 0.3079927937797038, 0.32460923327016644, 0.3412543447484495, 0.35799298151687253, 0.3743779971264303, 0.3913552257727133, 0.4075955161242746, 0.4247321473521879, 0.44132776551123243, 0.4579288450186141, 0.4742838233069051, 0.4914009985513985, 0.5076716675539501, 0.524768362796749, 0.5410154798155418, 0.5581309483823134, 0.5743760173936607, 0.5914607659797184, 0.6078290562727489, 0.6249107328621903, 0.6411977858515456, 0.6580630572134396, 0.6743828781909542, 0.6914174507983262, 0.7078809730446665, 0.7248162176983897, 0.7410844973783242, 0.758207816601498, 0.7745232002489502, 0.7914628822472878, 0.8077926018886501, 0.8247568598744692, 0.8409026009321678, 0.858065173481009, 0.8745099223888246, 0.8914110337354941, 0.9078793346416205, 0.9247299286798807, 0.9410582829877967, 0.958025612970232, 0.9745277058536885, 0.9914103852061089, 1.0078285101335496, 1.0248156374436803, 1.041218402373488, 1.058083673735382, 1.0742877827724442, 1.091429534004419, 1.1078005549497902, 1.1246992769592907, 1.1411348098772578, 1.1580970198701834]
1	animate/a26.jpg	inanimate	animate	right	1.436	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 20.0, 36.0, 43.0, 43.0, 26.0, -14.0, -102.0, -216.0, -358.0, -509.0, -654.0, -774.0, -838.0, -856.0, -856.0, -851.0, -825.0, -786.0, -723.0, -631.0, -515.0, -331.0, -83.0, 177.0, 406.0, 563.0, 660.0, 755.0, 792.0, 808.0, 812.0, 812.0, 812.0, 812.0, 812.0, 812.0, 812.0, 814.0, 814.0, 814.0, 814.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -470.0, -453.0, -432.0, -415.0, -389.0, -367.0, -333.0, -277.0, -198.0, -89.0, 36.0, 158.0, 233.0, 261.0, 275.0, 285.0, 293.0, 300.0, 310.0, 321.0, 337.0, 364.0, 396.0, 417.0, 417.0, 417.0, 417.0, 417.0, 417.0, 417.0, 417.0, 417.0, 417.0, 417.0, 417.0, 417.0, 417.0, 417.0, 417.0, 417.0, 417.0]	[0.006423924176488072, 0.014167066881782375, 0.018944024428492412, 0.027790014573838562, 0.044284939460339956, 0.0613010800734628, 0.07748812244972214, 0.09486163889232557, 0.11162314498506021, 0.12807130721921567, 0.14434368289948907, 0.16148338612401858, 0.17813600692898035, 0.1945490118523594, 0.2108548381802393, 0.22822562394139823, 0.24436487967614084, 0.26150936157500837, 0.2777035719482228, 0.2948347418423509, 0.31103168288245797, 0.32811438347562216, 0.34437993247411214, 0.3614506863959832, 0.3777206727390876, 0.39473271736642346, 0.41103751967602875, 0.4280963269411586, 0.444363923947094, 0.4614111258852063, 0.4777159282093635, 0.4948235461197328, 0.5112996976822615, 0.5282704409910366, 0.5445428166567581, 0.561562029281049, 0.5778958449081983, 0.5948857028852217, 0.611293587819091, 0.6281882138282526, 0.6443380509008421, 0.6614466928003822, 0.6778695963876089, 0.6947939184028655, 0.7112157979863696, 0.7280851653486025, 0.7443036103795748, 0.7614631109317997, 0.7779242438264191, 0.7948509551642928, 0.8110615495388629, 0.8281674607715104, 0.84462347367662, 0.8614614383986918, 0.87763653411821, 0.8947345946944552, 0.9111237063043518, 0.9282371268782299, 0.9445682118384866, 0.961462155188201, 0.9778676507994533, 0.9949124634003965, 1.011303281673463, 1.0281791343732039, 1.0446334406151436, 1.0614826693199575, 1.077855055598775, 1.0947981509234523, 1.1111353798914934, 1.1281255791982403, 1.1445471174520208, 1.1614837274537422, 1.1779373510216828, 1.1948053530504694, 1.2111692060134374, 1.2281372186553199, 1.2445857222337509, 1.261534620221937, 1.277791294574854, 1.2948053871950833, 1.3112426267762203, 1.3281696794438176, 1.344575175040518, 1.361585513004684, 1.3778988486446906, 1.394792791994405, 1.411248463569791]
2	animate/a44.jpg	animate	inanimate	left	1.181	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.0, -22.0, -77.0, -128.0, -158.0, -166.0, -151.0, -92.0, -8.0, 95.0, 199.0, 283.0, 327.0, 342.0, 342.0, 252.0, 63.0, -201.0, -460.0, -652.0, -788.0, -869.0, -897.0, -909.0, -910.0, -910.0, -910.0, -910.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -491.0, -479.0, -441.0, -321.0, -212.0, -122.0, -34.0, 66.0, 151.0, 214.0, 260.0, 298.0, 322.0, 329.0, 335.0, 335.0, 349.0, 351.0, 351.0, 379.0, 411.0, 442.0, 462.0, 474.0, 481.0, 482.0, 482.0, 482.0, 482.0]	[0.009409223988768645, 0.014819013216765597, 0.01991102127067279, 0.03414768599031959, 0.05040265366551466, 0.06753314088564366, 0.08414753238321282, 0.1008107345260214, 0.11722920078318566, 0.13414396544976626, 0.15079112493549474, 0.16740688175195828, 0.18367072410183027, 0.200886885941145, 0.21773099465644918, 0.23391325837292243, 0.2503498152946122, 0.26760181711870246, 0.28371035287273116, 0.3007080615061568, 0.3174197329499293, 0.33417953236494213, 0.3503802280756645, 0.3675301712937653, 0.3837844563095132, 0.40087398355535697, 0.41712485523021314, 0.4341638651821995, 0.4504376061813673, 0.4675530747481389, 0.48380223975982517, 0.5008944976725616, 0.5171320573572302, 0.5340543313650414, 0.5505065896140877, 0.5676019195234403, 0.5839504124887753, 0.6008429905050434, 0.6170628008694621, 0.6340649468329502, 0.6508356689009815, 0.6675705509987893, 0.6839661479461938, 0.700854629962123, 0.7174966694437899, 0.7342346235382138, 0.7506083751504775, 0.7675565904792165, 0.7839962193975225, 0.8008990374073619, 0.8172485543764196, 0.8342227110115346, 0.8504473000357393, 0.8674494459992275, 0.8837269416690106, 0.9008195409114705, 0.9172451751655899, 0.9342476624733536, 0.9506203900818946, 0.9675559760798933, 0.9839870716677979, 1.0009325563296443, 1.017224046649062, 1.03421356328181, 1.05071429083182, 1.0674884262407431, 1.0836778579541715, 1.1007359825598542, 1.1172783527581487, 1.1341815120977117, 1.1506139730190625]
3	animate/a1.jpg	animate	inanimate	left	1.522	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 6.0, 13.0, 23.0, 50.0, 77.0, 95.0, 99.0, 91.0, 57.0, -36.0, -164.0, -316.0, -487.0, -667.0, -888.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -960.0, -952.0, -937.0, -918.0, -894.0, -861.0, -816.0, -756.0, -685.0, -595.0, -529.0, -478.0, -430.0, -419.0, -417.0, -419.0, -439.0, -493.0, -569.0, -670.0, -764.0, -812.0, -827.0, -827.0, -827.0, -827.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -486.0, -478.0, -461.0, -397.0, -323.0, -282.0, -266.0, -251.0, -231.0, -200.0, -152.0, -77.0, 22.0, 134.0, 277.0, 349.0, 401.0, 423.0, 430.0, 434.0, 434.0, 434.0, 434.0, 434.0, 434.0, 434.0, 434.0, 434.0, 429.0, 424.0, 412.0, 392.0, 361.0, 316.0, 266.0, 202.0, 152.0, 108.0, 40.0, 14.0, 9.0, 9.0, 38.0, 122.0, 261.0, 402.0, 475.0, 495.0, 502.0, 502.0, 502.0, 502.0]	[0.013008923473535106, 0.020885186109808274, 0.026835647062398493, 0.040278370841406286, 0.0573996420862386, 0.07361364978714846, 0.09055367310065776, 0.10736364849435631, 0.12406712795200292, 0.14062281014048494, 0.15708428437937982, 0.17418644095596392, 0.19042331796663348, 0.2075739438587334, 0.22391697549028322, 0.2407883908599615, 0.25721709711069707, 0.274146880445187, 0.290524386728066, 0.30749820203345735, 0.3238992603000952, 0.34090618492336944, 0.3573342085146578, 0.37413394391478505, 0.3905179355206201, 0.4074320175277535, 0.42368084120971616, 0.4407191684877034, 0.457170402733027, 0.47414626604586374, 0.4905224069952965, 0.5075228462810628, 0.5238706565869506, 0.5408376452251105, 0.556992260957486, 0.5739715375966625, 0.5905197104584659, 0.6074634884425905, 0.6238778587139677, 0.6408496260264656, 0.6573093935876386, 0.6741715929674683, 0.6905098459246801, 0.7075037999020424, 0.7235973169881618, 0.7407711535342969, 0.7569332785933511, 0.7742023470782442, 0.7905436720466241, 0.8074557060463121, 0.8236314844398294, 0.840704969028593, 0.8571917019289685, 0.8741020292654866, 0.8906205061357468, 0.9074390148598468, 0.9236045532452408, 0.9408196911099367, 0.9570203868061071, 0.9740597380878171, 0.9902853511157446, 1.007367027705186, 1.0238971099024639, 1.0408955011953367, 1.0572419461677782, 1.0741055108665023, 1.0905557211081032, 1.1074640004517278, 1.1239073840260971, 1.1408402393572032, 1.1569607217679732, 1.1742171609366778, 1.1905281072540674, 1.2074821252463153, 1.2239009328332031, 1.2407935108494712, 1.2572406490944559, 1.2740816858131438, 1.2905516933678882, 1.3074155994108878, 1.323896188303479, 1.3407618009950966, 1.3569860486895777, 1.3741093679273035, 1.3905708421661984, 1.407452497514896, 1.423947763745673, 1.4407949444430415, 1.4572454960289178, 1.4741449007124174, 1.4904732550203335, 1.5074842756439466]
4	inanimate/n44.jpg	animate	inanimate	right	0.858	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 60.0, 85.0, 107.0, 147.0, 187.0, 224.0, 275.0, 357.0, 481.0, 626.0, 759.0, 844.0, 886.0, 910.0, 915.0, 915.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -472.0, -434.0, -393.0, -344.0, -214.0, -115.0, -24.0, 69.0, 161.0, 251.0, 335.0, 399.0, 447.0, 471.0, 484.0, 488.0, 488.0]	[0.014097093589953147, 0.019019117738935165, 0.02478116277779918, 0.041752930090297014, 0.058788526701391675, 0.07482299316325225, 0.09196269638778176, 0.10824770138424356, 0.12536214594729245, 0.14172975356632378, 0.15869503555586562, 0.17481483529263642, 0.19203884781745728, 0.20847608739859425, 0.22541133205231745, 0.24187212363176513, 0.25876538432203233, 0.2748530987446429, 0.2919538899877807, 0.308403758899658, 0.3253714302118169, 0.34175337382475846, 0.3600058231531875, 0.3751060607464751, 0.39208021739614196, 0.40833074774127454, 0.425389896336128, 0.44178276261663996, 0.4587688659084961, 0.4749002709868364, 0.49194440092833247, 0.5084273791580927, 0.5253435091581196, 0.5417565140960505, 0.5586951720906654, 0.5750815530336695, 0.5921069096511928, 0.6084455039526802, 0.6254555005725706, 0.6417678122234065, 0.6587153448781464, 0.675103773814044, 0.6920161491580075, 0.7081147862481885, 0.7252998867770657, 0.7417753556801472, 0.7587488296558149, 0.7751048319478286, 0.7920247166184708, 0.8084643455367768, 0.8254122195212403, 0.8417709524801467]
5	inanimate/n4.jpg	inanimate	animate	left	1.001	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 62.0, 148.0, 259.0, 383.0, 488.0, 529.0, 531.0, 514.0, 426.0, 253.0, -12.0, -482.0, -729.0, -900.0, -960.0, -960.0, -960.0, -958.0, -943.0, -927.0, -923.0, -923.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -477.0, -433.0, -353.0, -246.0, -139.0, -49.0, -14.0, -9.0, -4.0, 1.0, 1.0, 12.0, 77.0, 133.0, 199.0, 276.0, 331.0, 361.0, 379.0, 392.0, 396.0, 396.0, 396.0]	[0.0016507212858414277, 0.007496392965549603, 0.018279448777320795, 0.03495152558025438, 0.05202978882880416, 0.06797585000458639, 0.08513910521287471, 0.10145005153026432, 0.11862286407267675, 0.1348669090803014, 0.1519550710072508, 0.16853328117576893, 0.18523368863679934, 0.20143609099613968, 0.2185785248875618, 0.23478297525434755, 0.25191209715558216, 0.2683169100928353, 0.2851634081307566, 0.30143953846709337, 0.3185819723585155, 0.3347423907543998, 0.3518182646657806, 0.3682981708989246, 0.3851958689192543, 0.40147882590827066, 0.41854445984063204, 0.43485301682085264, 0.4519189920829376, 0.4681275384500623, 0.4853075189894298, 0.5015348386805272, 0.5185629259649431, 0.5347868323297007, 0.5518995702295797, 0.5681869645632105, 0.5853256437840173, 0.6015167821606155, 0.6186841333692428, 0.6348988237295998, 0.6520023456396302, 0.668191436023335, 0.685248536625295, 0.7015062349673826, 0.7185909835534403, 0.7348538018850377, 0.7519665397994686, 0.7681638221692992, 0.7852192161080893, 0.8015332344220951, 0.8186882976297056, 0.8349767159670591, 0.8519256139552454, 0.8680556536855875, 0.8851813622604823, 0.9017128097912064, 0.9186255264648935, 0.9349549047765322, 0.9519137014285661, 0.9684311542951036]
6	animate/a61.jpg	inanimate	animate	right	0.947	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 17.0, 40.0, 57.0, 57.0, 57.0, 66.0, 122.0, 209.0, 319.0, 426.0, 549.0, 669.0, 766.0, 824.0, 839.0, 839.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -469.0, -422.0, -363.0, -325.0, -312.0, -295.0, -241.0, -123.0, 15.0, 146.0, 263.0, 330.0, 369.0, 397.0, 415.0, 419.0, 419.0]	[0.002959495017421432, 0.008169263019226491, 0.02049309670110233, 0.03768536524148658, 0.05392394892987795, 0.0713609533268027, 0.08750567039533053, 0.10451805635238998, 0.12083173333667219, 0.13793798591359518, 0.15417042559420224, 0.17126882751472294, 0.1874872725456953, 0.20450887449260335, 0.22083040213328786, 0.23790183872915804, 0.2541667050682008, 0.2711927443451714, 0.2874927680095425, 0.30452324461657554, 0.3208874389092671, 0.3380080274801003, 0.3541718592023244, 0.37120813847286627, 0.38751328212674707, 0.40454546541150194, 0.42087859837920405, 0.43798792295274325, 0.4541821333259577, 0.4712709779123543, 0.48750102827034425, 0.5044956648926018, 0.5208485951879993, 0.5380101437331177, 0.5541685141361086, 0.5712757907022024, 0.5873764757998288, 0.6045410963415634, 0.6208308799978113, 0.6378927592595574, 0.6541658175992779, 0.6712167742080055, 0.6874871018662816, 0.7045329384854995, 0.7207486528495792, 0.7378419347514864, 0.7542054463847307, 0.7712864403001731, 0.7876192319381516, 0.8046258152317023, 0.8207534656394273, 0.8379658728226786, 0.8544471443892689, 0.8713591784035088, 0.8876342847361229, 0.9046627133502625, 0.9209897023247322]
7	inanimate/n3.jpg	animate	inanimate	right	1.145	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 1.0, -8.0, -33.0, -79.0, -156.0, -262.0, -371.0, -468.0, -528.0, -538.0, -452.0, -299.0, -87.0, 158.0, 399.0, 577.0, 677.0, 708.0, 713.0, 713.0, 713.0, 713.0]	[-490.0, -489.0, -489.0, -487.0, -487.0, -487.0, -487.0, -487.0, -486.0, -486.0, -486.0, -486.0, -486.0, -486.0, -486.0, -486.0, -486.0, -486.0, -486.0, -486.0, -486.0, -484.0, -483.0, -483.0, -483.0, -481.0, -481.0, -480.0, -480.0, -478.0, -477.0, -475.0, -472.0, -468.0, -464.0, -463.0, -463.0, -462.0, -462.0, -462.0, -462.0, -462.0, -462.0, -461.0, -459.0, -459.0, -456.0, -453.0, -442.0, -424.0, -382.0, -306.0, -182.0, -58.0, 33.0, 98.0, 140.0, 207.0, 264.0, 323.0, 386.0, 425.0, 450.0, 468.0, 473.0, 473.0, 473.0, 473.0, 473.0]	[0.015018010439234786, 0.022317078706691973, 0.02778728390694596, 0.04504167506820522, 0.061851991806179285, 0.07850768460775726, 0.09474763362959493, 0.11187846219399944, 0.12877001620654482, 0.14511134117492475, 0.16142058081459254, 0.17853161206585355, 0.19484221703896765, 0.21189931764092762, 0.22820036529446952, 0.24512502862489782, 0.2615015109186061, 0.2784633795672562, 0.2948374725092435, 0.31197034906654153, 0.3281655834434787, 0.3452902680146508, 0.3614117744291434, 0.3784634136973182, 0.3948436506470898, 0.4118966552487109, 0.4281867802346824, 0.44524865949642844, 0.4615077231719624, 0.4786228504090104, 0.4948416367697064, 0.5118635800608899, 0.5281642863847082, 0.5453176429291489, 0.5614357360173017, 0.5785283352597617, 0.5947819376015104, 0.611961918140878, 0.6280868378817104, 0.645124823829974, 0.6614893594523892, 0.6784426947706379, 0.6949024623463629, 0.7118585283315042, 0.728076632032753, 0.7451054019766161, 0.7616791748296237, 0.7786031554860529, 0.7948553925089072, 0.8118131651572185, 0.8282964847167023, 0.8452672280254774, 0.8616512196313124, 0.8784844056790462, 0.8950643225252861, 0.9119295938871801, 0.9283251908345846, 0.9452880834869575, 0.96166763776273, 0.9787097196967807, 0.994872527429834, 1.0118599960696883, 1.028384616933181, 1.0452625176258152, 1.0616301252448466, 1.07852645793173, 1.0949606255162507, 1.111927955498686, 1.1283003417775035]
8	inanimate/n59.jpg	inanimate	animate	left	1.331	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -1.0, -1.0, -1.0, -3.0, -4.0, -6.0, -6.0, -6.0, -6.0, -7.0, -8.0, -8.0, -8.0, -8.0, -8.0, -9.0, -9.0, -9.0, -9.0, -9.0, -9.0, -10.0, -12.0, -14.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -15.0, -16.0, -19.0, -19.0, -19.0, -19.0, -19.0, -19.0, -20.0, -20.0, -20.0, -21.0, -22.0, -29.0, -33.0, -39.0, -39.0, -39.0, -41.0, -49.0, -71.0, -117.0, -183.0, -258.0, -339.0, -440.0, -498.0, -565.0, -629.0, -679.0, -701.0, -711.0, -712.0, -721.0, -736.0, -740.0, -741.0, -741.0, -741.0, -741.0]	[-490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -490.0, -488.0, -488.0, -488.0, -486.0, -484.0, -484.0, -484.0, -484.0, -484.0, -484.0, -483.0, -482.0, -482.0, -482.0, -482.0, -482.0, -481.0, -481.0, -481.0, -481.0, -481.0, -481.0, -480.0, -479.0, -479.0, -479.0, -479.0, -479.0, -479.0, -479.0, -479.0, -479.0, -479.0, -478.0, -477.0, -477.0, -477.0, -477.0, -477.0, -477.0, -477.0, -477.0, -477.0, -475.0, -473.0, -467.0, -464.0, -462.0, -462.0, -462.0, -461.0, -455.0, -438.0, -399.0, -333.0, -267.0, -198.0, -111.0, -43.0, 44.0, 129.0, 179.0, 198.0, 220.0, 264.0, 350.0, 407.0, 427.0, 432.0, 432.0, 432.0, 432.0]	[0.01595599396387115, 0.021653868374414742, 0.030466407872154377, 0.04770373237261083, 0.06422801192093175, 0.08046693693904672, 0.09757387217541691, 0.11372746390406974, 0.13090471377654467, 0.14717094544903375, 0.16427310202561785, 0.1804881337302504, 0.1975762956426479, 0.21383467664418276, 0.23092215589713305, 0.24741400878701825, 0.26435232545190956, 0.2805786211392842, 0.29752786047174595, 0.3139026360877324, 0.3308928353799274, 0.3471676003828179, 0.3643206155975349, 0.38066876723314635, 0.3976948065101169, 0.4139709368464537, 0.43098639480012935, 0.4475929356267443, 0.4643042657407932, 0.48071112667093985, 0.4975531873933505, 0.5138928056840086, 0.5310079329210566, 0.5473697378765792, 0.564241494575981, 0.5806070542021189, 0.5976870241138386, 0.6140160610957537, 0.6308840631245403, 0.6473946893383982, 0.6643210593319964, 0.680614256329136, 0.6976512182736769, 0.7139491939306026, 0.7308479159401031, 0.7473838008008897, 0.764319728128612, 0.7806866530881962, 0.797698697715532, 0.8137519374868134, 0.8309220193623332, 0.8471268110733945, 0.8641941516689258, 0.8806225165899377, 0.8977407158236019, 0.9139902221650118, 0.9308691468613688, 0.9471473251905991, 0.9642027191293892, 0.9806443960405886, 0.9976397153368453, 1.013947248327895, 1.0309186742961174, 1.0470521273819031, 1.0641177612997126, 1.0806007395294728, 1.0976458934746915, 1.1139919971028576, 1.1310275937139522, 1.1471415908017661, 1.1642594487057067, 1.1806588003091747, 1.1975820983061567, 1.2140306018845877, 1.230997249193024, 1.2473863608029205, 1.2643280907941516, 1.2807274423976196, 1.297634356407798, 1.3139838733768556]
